0.0,4497.370262968638
3.0,4047.1419914321727
0.0,3641.37226390691
3.0,3275.6196001682224
3.0,2945.70602969884
4.0,4999.452949456445
3.0,4498.937969899892
3.0,4047.5375369823696
3.0,3640.969613771135
3.0,3274.241625890451
1.0,4798.234406180166
3.0,4317.87491948396
3.0,4187.221006834298
3.0,3464.0222461176872
3.0,3115.1280945068584
0.0,4498.062837387504
3.0,4047.7635869499873
1.0,3463.339152474939
0.0,3275.869491868528
0.0,2945.9336306711175
4.0,4999.452949370299
3.0,4498.937969813743
3.0,4047.537536896225
3.0,3640.969613684989
3.0,3274.2416258043013
