Valor real,Valor estimado,Error - Desviacion relativa,Error relativo,Error absoluto,Error minimo,Error maximo,Error cuadratico
946,3875.1556625709327,309.6359051343481,,,,,
2943,3810.205818582872,29.466728460172337,,,,,
2943,2760.564605051352,6.198960073008769,,,,,
2943,3332.9542521503445,13.250229430864577,,,,,
933,3744.968665502122,301.38999630247827,,,,,
2943,3758.4425831695708,27.707868949017016,,,,,
2943,2687.748793610507,8.673163655776175,,,,,
939,3245.8024826188016,245.6658660935891,,,,,
939,3803.2309528625638,305.02992043264794,,,,,
939,2687.748793610507,186.23522828652898,,,,,
939,2298.63783225134,144.79636126212355,,,,,
939,2298.63783225134,144.79636126212355,,,,,
2908,2364.1012322598535,18.7035339663049,,,,,
4915,2256.2036286230464,54.09555180827983,,,,,
2924,3245.8024826188016,11.005556861108126,,,,,
4932,4991.315364079719,1.202663505265999,,,,,
4932,2827.8441339987567,42.6633387267081,,,,,
2939,4991.315364079719,69.83039687239602,,,,,
2939,4240.406085883932,44.28057454521715,,,,,
2939,2998.649197624029,2.029574604424262,,,,,
945,3803.2309528625638,302.4583018902184,,,,,
945,3803.2309528625638,302.4583018902184,,,,,
945,2687.748793610507,184.41786175772563,,,,,
945,2456.463729884982,159.94325183968064,,,,,
945,2395.890365723798,153.53337203426435,,,,,
945,2395.890365723798,153.53337203426435,,,,,
945,2395.890365723798,153.53337203426435,,,,,
945,2395.890365723798,153.53337203426435,,,,,
945,2456.463729884982,159.94325183968064,,,,,
945,2395.890365723798,153.53337203426435,,,,,
2925,2395.890365723798,18.089218265853063,,,,,
922,2456.463729884982,166.42773643004142,,,,,
2925,3330.9184215969017,13.87755287510775,,,,,
2925,2832.8889592083406,3.149095411680664,,,,,
929,3330.9184215969017,258.54880749159327,,,,,
929,3796.7950468794597,308.69699105268677,,,,,
2912,2687.748793610507,7.700934285353463,,,,,
2912,2298.63783225134,21.06326125510508,,,,,
2912,3245.8024826188016,11.462997342678626,,,,,
2912,3803.2309528625638,30.605458546104526,,,,,
4910,3803.2309528625638,22.54112112296204,,,,,
4910,3803.2309528625638,22.54112112296204,,,,,
2898,5069.03396713481,74.91490569823361,,,,,
928,3857.6074206860735,315.69045481530964,,,,,
2933,2999.2798625511587,2.259797563967223,,,,,
4916,2999.2798625511587,38.98942509049718,,,,,
2954,3252.8991478213393,10.11845456402638,,,,,
2954,5650.318388101775,91.27685809416977,,,,,
4935,2999.2798625511587,39.22431889460671,,,,,
6942,3875.1556625709327,44.17810915340057,,,,,
8940,5650.318388101775,36.7973334664231,,,,,
6947,5650.318388101775,18.665346363872537,,,,,
6947,7448.721513931201,7.222132056012684,,,,,
6947,6054.032009971905,12.854008781173102,,,,,
6947,6029.468149343258,13.207598253299867,,,,,
8945,6140.831943031528,31.349000077903543,,,,,
6950,6108.083239028216,12.113910229809845,,,,,
8976,7602.4331880361515,15.30266056109457,,,,,
6980,6144.413556849382,11.971152480667877,,,,,
6980,7602.4331880361515,8.917380917423372,,,,,
6980,6144.413556849382,11.971152480667877,,,,,
4984,6138.53801018087,23.164887844720496,,,,,
4984,6108.083239028216,22.553837059153604,,,,,
2982,3762.1533899725678,26.162085512158544,,,,,
981,3886.9757735562102,296.22586886403775,,,,,
2982,2827.8441339987567,5.169546143569528,,,,,
2982,2687.748793610507,9.867579020439063,,,,,
4956,3245.8024826188016,34.50761738057301,,,,,
4956,3803.2309528625638,23.26006955483124,,,,,
2957,4991.315364079719,68.79659668852618,,,,,
4938,3886.9757735562102,21.28441122810429,,,,,
4938,2827.8441339987567,42.73300660188828,,,,,
4938,4991.315364079719,1.0796955058671338,,,,,
2919,3886.9757735562102,33.161211838170956,,,,,
2919,3886.9757735562102,33.161211838170956,,,,,
2919,2760.564605051352,5.427728501152726,,,,,
2919,3857.6074206860735,32.155101770677405,,,,,
4911,3744.968665502122,23.74325665847848,,,,,
6914,3803.2309528625638,44.9923206123436,,,,,
6914,5069.03396713481,26.684495702418136,,,,,
6914,5069.03396713481,26.684495702418136,,,,,
6914,6108.083239028216,11.65630258854186,,,,,
6914,6138.53801018087,11.215822820641169,,,,,
8900,6138.53801018087,31.027662806956517,,,,,
8900,6108.083239028216,31.36985124687398,,,,,
8900,7602.4331880361515,14.579402381616275,,,,,
8900,7618.192385354018,14.402332748831254,,,,,
8900,7618.192385354018,14.402332748831254,,,,,
8900,7618.192385354018,14.402332748831254,,,,,
8900,7452.734512294063,16.26140997422401,,,,,
6918,7618.192385354018,10.121312306360485,,,,,
6918,7618.192385354018,10.121312306360485,,,,,
4924,6144.413556849382,24.78500318540581,,,,,
4924,6138.53801018087,24.665678517076962,,,,,
4924,3762.1533899725678,23.595585093977096,,,,,
2920,3886.9757735562102,33.11560868343186,,,,,
2920,3886.9757735562102,33.11560868343186,,,,,
4936,2827.8441339987567,42.70980279581125,,,,,
4936,3803.2309528625638,22.949129804243036,,,,,
4936,5069.03396713481,2.69517761618335,,,,,
2928,3857.6074206860735,31.74888731851344,,,,,
2928,3857.6074206860735,31.74888731851344,,,,,
4937,2760.564605051352,44.08416842107855,,,,,
4937,3857.6074206860735,21.863329538463166,,,,,
4937,5650.318388101775,14.448417826651305,,,,,
4937,3810.205818582872,22.823459214444565,,,,,
6928,3857.6074206860735,44.31859958594005,,,,,
6928,3875.1556625709327,44.065305101458826,,,,,
6928,5650.318388101775,18.442286545875074,,,,,
4941,6140.831943031528,24.28318038922339,,,,,
4941,6123.315897742503,23.92867633561026,,,,,
2930,3857.811271272551,31.665913695308912,,,,,
2930,3744.968665502122,27.814630221915422,,,,,
2930,2827.8441339987567,3.486548327687486,,,,,
2930,3803.2309528625638,29.80310419326156,,,,,
2930,3744.968665502122,27.814630221915422,,,,,
2930,3758.4425831695708,28.27449089315941,,,,,
4912,3803.2309528625638,22.57265975442663,,,,,
4912,3803.2309528625638,22.57265975442663,,,,,
6913,5069.03396713481,26.67389024830305,,,,,
8892,3744.968665502122,57.88384316799233,,,,,
6905,5690.653569095798,17.58647981034326,,,,,
4895,7602.4331880361515,55.310177487970414,,,,,
2914,6144.413556849382,110.85839247938853,,,,,
2914,3762.1533899725678,29.106156141817703,,,,,
2914,2827.8441339987567,2.9566185999053993,,,,,
927,3803.2309528625638,310.27302619876633,,,,,
927,3803.2309528625638,310.27302619876633,,,,,
927,2687.748793610507,189.94053868506012,,,,,
927,2298.63783225134,147.9652461975556,,,,,
927,2298.63783225134,147.9652461975556,,,,,
927,2364.1012322598535,155.02710164615465,,,,,
2915,2361.3848868038554,18.99194213365848,,,,,
2915,2367.106922585098,18.79564588044261,,,,,
924,3332.9542521503445,260.7093346483057,,,,,
2909,3857.6074206860735,32.60939912980658,,,,,
2909,2999.2798625511587,3.1034672585479086,,,,,
934,3252.8991478213393,248.276140023698,,,,,
934,3810.205818582872,307.94494845641026,,,,,
934,2760.564605051352,195.56366221106552,,,,,
934,2364.1012322598535,153.115763625252,,,,,
2920,2256.2036286230464,22.73275244441622,,,,,
2920,2298.63783225134,21.279526292762323,,,,,
2920,3332.9542521503445,14.142268909258373,,,,,
4906,3857.6074206860735,21.36960006754844,,,,,
4906,3810.205818582872,22.335796604507298,,,,,
4906,5069.03396713481,3.3231546501184295,,,,,
6912,3857.6074206860735,44.18970745535194,,,,,
6912,3857.6074206860735,44.18970745535194,,,,,
6912,5650.318388101775,18.253495542509043,,,,,
6912,6029.468149343258,12.768111265288512,,,,,
4911,6029.468149343258,22.774753600962292,,,,,
4911,6140.831943031528,25.042393464295003,,,,,
2931,3857.811271272551,31.62099185508533,,,,,
971,3857.6074206860735,297.28191768136696,,,,,
2974,2999.2798625511587,0.8500290030651869,,,,,
978,2999.2798625511587,206.67483257169312,,,,,
2962,3252.8991478213393,9.821038076345014,,,,,
4958,2999.2798625511587,39.50625529344174,,,,,
6948,3252.8991478213393,53.182222973210436,,,,,
6948,5650.318388101775,18.677052560423505,,,,,
8946,5650.318388101775,36.839722914131734,,,,,
8946,6029.468149343258,32.601518563120294,,,,,
8946,7448.721513931201,16.736848715278324,,,,,
8946,7544.961309923481,15.661062934009824,,,,,
6953,7546.038603579961,8.52924785819015,,,,,
8955,7544.961309923481,15.745825684829914,,,,,
6954,6214.548088064736,10.633475869071965,,,,,
6954,7615.258597946643,9.509039372255437,,,,,
4941,6214.548088064736,25.775108036120937,,,,,
4941,6123.315897742503,23.92867633561026,,,,,
4941,3836.598579264908,22.351779411760614,,,,,
6942,3875.1556625709327,44.17810915340057,,,,,
8930,3875.1556625709327,56.60519974724599,,,,,
8930,5650.318388101775,36.72655780401148,,,,,
8930,7448.721513931201,16.587665017567737,,,,,
8930,7445.0140908055,16.62918151393617,,,,,
6945,7544.961309923481,8.638751762757108,,,,,
4940,7546.038603579961,52.75381788623403,,,,,
6937,6054.032009971905,12.728383883928144,,,,,
6937,3836.598579264908,44.69369209651279,,,,,
4938,5650.318388101775,14.425240747302043,,,,,
4938,6140.831943031528,24.358686574150017,,,,,
4938,3857.811271272551,21.87502488309941,,,,,
4938,3857.6074206860735,21.87915308452666,,,,,
4938,3875.1556625709327,21.523781640928863,,,,,
6947,3875.1556625709327,44.218286129682845,,,,,
6947,3875.1556625709327,44.218286129682845,,,,,
8940,5650.318388101775,36.7973334664231,,,,,
8940,6029.468149343258,32.55628468296132,,,,,
8940,7448.721513931201,16.680967405691263,,,,,
6958,7445.0140908055,6.999340195537511,,,,,
4973,7544.961309923481,51.718506131580156,,,,,
6961,6214.548088064736,10.723343081960413,,,,,
6961,3857.811271272551,44.579639832315024,,,,,
8946,5069.03396713481,43.337424914656715,,,,,
8946,6123.315897742503,31.55247152087522,,,,,
6977,7615.258597946643,9.148037809182213,,,,,
6977,7546.038603579961,8.155920934211855,,,,,
6977,6214.548088064736,10.928076708259487,,,,,
8980,6123.315897742503,31.811626973914226,,,,,
8980,6108.083239028216,31.981255690108956,,,,,
8980,7602.321144889292,15.341635357580271,,,,,
8980,7546.038603579961,15.968389715145198,,,,,
8980,7546.038603579961,15.968389715145198,,,,,
6992,7544.961309923481,7.908485553825531,,,,,
5010,7546.038603579961,50.619533005588046,,,,,
5010,6054.032009971905,20.838962274888317,,,,,
3027,3836.598579264908,26.745906153449223,,,,,
3027,5920.208301943413,95.58005622541835,,,,,
3027,4088.997726614209,35.08416671999369,,,,,
5021,3810.205818582872,24.114602298688073,,,,,
3021,3857.6074206860735,27.693062584775685,,,,,
3021,5650.318388101775,87.03470334663274,,,,,
5021,4088.997726614209,18.56208471192573,,,,,
7027,3875.1556625709327,44.85334193011338,,,,,
7027,5650.318388101775,19.591313674373488,,,,,
7027,7083.244645466123,0.8004076485857844,,,,,
7027,6029.468149343258,14.195700165885041,,,,,
5061,6140.831943031528,21.336335566716613,,,,,
5061,6108.083239028216,20.689255859083495,,,,,
5061,3968.860486791517,21.579520118721263,,,,,
5061,5979.848796919134,18.155479093442676,,,,,
5061,6123.315897742503,20.990237062685296,,,,,
7057,6123.315897742503,13.23060935606486,,,,,
9055,6123.315897742503,32.376411952043036,,,,,
7093,7083.244645466123,0.1375349574774697,,,,,
5114,7448.721513931201,45.65352979920221,,,,,
5114,6054.032009971905,18.381541063197197,,,,,
5114,3836.598579264908,24.978518199747594,,,,,
7095,5920.208301943413,16.558022523701013,,,,,
7095,5920.208301943413,16.558022523701013,,,,,
7095,7083.244645466123,0.16568505333159866,,,,,
5116,6029.468149343258,17.855124107569548,,,,,
5116,6140.831943031528,20.031898808278495,,,,,
5116,3857.811271272551,24.59321205487586,,,,,
5116,6123.315897742503,19.68952106611616,,,,,
3133,5920.9875281539735,88.98779215301543,,,,,
3133,6108.083239028216,94.95956715698102,,,,,
3133,4048.822818814707,29.231497568295783,,,,,
3133,3857.6074206860735,23.128229195214605,,,,,
1144,3744.968665502122,227.35740083060506,,,,,
1144,3758.4425831695708,228.53519083650093,,,,,
3134,2832.8889592083406,9.607882603435208,,,,,
1113,2395.890365723798,115.26418380267727,,,,,
1113,3330.9184215969017,199.27389232676563,,,,,
3099,2832.8889592083406,8.586997121383009,,,,,
3099,2395.890365723798,22.68827474269771,,,,,
3099,3330.9184215969017,7.4836534881220285,,,,,
3099,3796.7950468794597,22.516781119053235,,,,,
3099,3803.2309528625638,22.72445798201238,,,,,
3099,3857.6074206860735,24.479103603939127,,,,,
1115,3857.6074206860735,245.97375970278685,,,,,
3137,3744.968665502122,19.380575884670765,,,,,
3137,2687.748793610507,14.321045788635411,,,,,
3137,3245.8024826188016,3.4683609378004974,,,,,
1126,3803.2309528625638,237.76473826488132,,,,,
1126,3744.968665502122,232.59046762896287,,,,,
3123,2687.748793610507,13.93695825774873,,,,,
5123,2298.63783225134,55.13102025665938,,,,,
3131,3245.8024826188016,3.66663949596939,,,,,
5128,4991.315364079719,2.665457018726227,,,,,
7123,3762.1533899725678,47.18302133970844,,,,,
9127,4991.315364079719,45.31263981505732,,,,,
9127,7602.4331880361515,16.7039203677424,,,,,
7145,7615.973476846858,6.59165118050186,,,,,
5137,7452.734512294063,45.07951162729343,,,,,
3148,6040.604719564877,91.8870622479313,,,,,
5178,3828.136809582821,26.06920027843142,,,,,
5178,3828.136809582821,26.06920027843142,,,,,
7177,4940.230152455488,31.16580531621168,,,,,
9159,6053.135761549812,33.910516851732595,,,,,
9159,7602.4331880361515,16.994942809955766,,,,,
9159,7615.973476846858,16.847106923825113,,,,,
7177,7452.734512294063,3.841918800251683,,,,,
7177,7501.294846545671,4.518529281672999,,,,,
7177,6144.413556849382,14.387438249277107,,,,,
7177,6156.051381367223,14.225283804274444,,,,,
5199,6118.605766178454,17.688127835707913,,,,,
5199,6118.605766178454,17.688127835707913,,,,,
3194,3857.811271272551,20.78307048442552,,,,,
5190,6108.083239028216,17.689465106516682,,,,,
5190,4048.822818814707,21.987999637481565,,,,,
7188,5069.03396713481,29.479215816154564,,,,,
7188,5979.848796919134,16.8078909721879,,,,,
7188,7615.258597946643,5.944053950287187,,,,,
7188,6123.315897742503,14.811965807700295,,,,,
5208,6029.468149343258,15.773197952059487,,,,,
5208,6140.831943031528,17.911519643462515,,,,,
7195,3857.811271272551,46.3820532137241,,,,,
7195,6123.315897742503,14.894845062647633,,,,,
7195,7615.258597946643,5.840981208431453,,,,,
7195,6123.315897742503,14.894845062647633,,,,,
5193,6123.315897742503,17.914806426776483,,,,,
3161,6029.468149343258,90.74559156416507,,,,,
3161,3836.598579264908,21.372938287406136,,,,,
5165,4088.997726614209,20.832570636704567,,,,,
5165,3810.205818582872,26.230284248153495,,,,,
7148,5069.03396713481,29.084583559949493,,,,,
7148,6123.315897742503,14.33525604725094,,,,,
7148,7615.258597946643,6.536913793321811,,,,,
7148,6123.315897742503,14.33525604725094,,,,,
9144,6108.083239028216,33.20118942445083,,,,,
7138,6019.411125109431,15.670900460781297,,,,,
9131,7615.973476846858,16.592120503265164,,,,,
7146,6144.413556849382,14.016043145124796,,,,,
7146,7615.973476846858,6.576734912494513,,,,,
9129,6144.413556849382,32.693465255237356,,,,,
9129,6022.850281150386,34.02508181454282,,,,,
9129,7438.357347891135,18.519472583074435,,,,,
9129,7501.294846545671,17.830048783594357,,,,,
9129,7501.294846545671,17.830048783594357,,,,,
9129,7618.192385354018,16.549541183546737,,,,,
9129,7546.038603579961,17.339921091248097,,,,,
9129,7613.203024934382,16.604195148051467,,,,,
9129,7546.038603579961,17.339921091248097,,,,,
9129,7546.038603579961,17.339921091248097,,,,,
9129,7546.038603579961,17.339921091248097,,,,,
9129,7546.038603579961,17.339921091248097,,,,,
9129,7544.961309923481,17.351721876180513,,,,,
9129,7546.038603579961,17.339921091248097,,,,,
9129,7544.961309923481,17.351721876180513,,,,,
7151,7546.038603579961,5.524242813312279,,,,,
7151,7546.038603579961,5.524242813312279,,,,,
9154,6214.548088064736,32.11111985946323,,,,,
9154,6108.083239028216,33.27416168857095,,,,,
7150,7602.4331880361515,6.32773689561051,,,,,
7150,7452.734512294063,4.234049122993892,,,,,
5159,6144.413556849382,19.10086367221132,,,,,
5159,6156.051381367223,19.32644662467965,,,,,
5159,3762.1533899725678,27.075918007897503,,,,,
5159,5838.495149647742,13.171063183712784,,,,,
5159,6138.53801018087,18.986974417151963,,,,,
7155,6138.53801018087,14.206317118366602,,,,,
5179,6019.411125109431,16.227285675022802,,,,,
3175,7438.357347891135,134.27897158712236,,,,,
3175,3828.136809582821,20.571238097096728,,,,,
3175,3828.136809582821,20.571238097096728,,,,,
1190,3796.7950468794597,219.05840730079493,,,,,
3197,3796.7950468794597,18.761183824818882,,,,,
3197,2687.748793610507,15.929033668736093,,,,,
1207,3245.8024826188016,168.91487014240278,,,,,
1207,3803.2309528625638,215.0978419935844,,,,,
1207,2687.748793610507,122.68009889067997,,,,,
3191,2456.463729884982,23.018999376841677,,,,,
3191,2456.463729884982,23.018999376841677,,,,,
1190,3330.9184215969017,179.90911105856318,,,,,
1190,3796.7950468794597,219.05840730079493,,,,,
1190,2687.748793610507,125.8612431605468,,,,,
1190,2298.63783225134,93.1628430463311,,,,,
3222,2298.63783225134,28.65804369176474,,,,,
3222,2256.2036286230464,29.975058081221405,,,,,
3222,3332.9542521503445,3.4436453181360793,,,,,
3222,3857.6074206860735,19.727108028742194,,,,,
3222,3857.6074206860735,19.727108028742194,,,,,
5250,3810.205818582872,27.424651074611965,,,,,
7260,3857.6074206860735,46.864911560797886,,,,,
7260,5650.318388101775,22.171923028901173,,,,,
7260,7083.244645466123,2.4346467566649714,,,,,
9277,6029.468149343258,35.006271969998295,,,,,
9277,6140.831943031528,33.805843020033116,,,,,
9277,7615.258597946643,17.91248681743405,,,,,
9277,7546.038603579961,18.658633140239722,,,,,
7297,7544.961309923481,3.3981267633751018,,,,,
5265,7546.038603579961,43.32456986856526,,,,,
5265,6054.032009971905,14.98636296242934,,,,,
5265,3836.598579264908,27.13013144795996,,,,,
5265,5920.9875281539735,12.459402244140048,,,,,
3264,6108.083239028216,87.13490315650171,,,,,
3264,5903.642113749194,80.87138828888463,,,,,
1259,3762.1533899725678,198.82076171346844,,,,,
3269,3758.4425831695708,14.972241761075889,,,,,
5269,2832.8889592083406,46.23478915907496,,,,,
5269,3330.9184215969017,36.7827211691611,,,,,
5269,4940.230152455488,6.2397010351966635,,,,,
5269,6053.135761549812,14.882060382421935,,,,,
7265,6053.135761549812,16.680856688922066,,,,,
7265,6053.135761549812,16.680856688922066,,,,,
7265,7438.357347891135,2.386198869802269,,,,,
7265,6053.135761549812,16.680856688922066,,,,,
9262,6156.051381367223,33.53431892283283,,,,,
9262,6022.850281150386,34.97246511390212,,,,,
9262,7438.357347891135,19.689512547061813,,,,,
7278,7501.294846545671,3.068079782160911,,,,,
9255,7618.192385354018,17.685657640691318,,,,,
9255,6214.548088064736,32.85199256548098,,,,,
9255,7602.321144889292,17.857145922319916,,,,,
9255,7613.203024934382,17.739567531773297,,,,,
9255,7618.192385354018,17.685657640691318,,,,,
9255,7618.192385354018,17.685657640691318,,,,,
7273,7618.192385354018,4.746217315468423,,,,,
7273,7546.038603579961,3.7541400189737533,,,,,
7273,6214.548088064736,14.553168045308187,,,,,
5272,6127.06810163842,16.219045933960917,,,,,
5272,6022.850281150386,14.242228398148443,,,,,
5272,3828.136809582821,27.38738980305726,,,,,
5272,6053.135761549812,14.81668743455637,,,,,
7254,6138.53801018087,15.377198646527852,,,,,
7254,5979.848796919134,17.564808424053847,,,,,
7254,7615.258597946643,4.980129555371423,,,,,
7254,6108.083239028216,15.797032822880952,,,,,
7254,6118.605766178454,15.651974549511245,,,,,
7254,6118.605766178454,15.651974549511245,,,,,
7254,6127.06810163842,15.535317043859667,,,,,
7254,6022.850281150386,16.97201156395939,,,,,
7254,6053.135761549812,16.554511144888174,,,,,
5264,6053.135761549812,14.991180880505544,,,,,
5264,6022.850281150386,14.415848806048364,,,,,
7234,3828.136809582821,47.081326934160614,,,,,
5259,6053.135761549812,15.100508871454874,,,,,
5259,7438.357347891135,41.440527626756705,,,,,
5259,3828.136809582821,27.207894854861742,,,,,
3273,6053.135761549812,84.94151425450082,,,,,
3273,6053.135761549812,84.94151425450082,,,,,
5273,3828.136809582821,27.401160447888845,,,,,
5273,3796.7950468794597,27.99554244491827,,,,,
3303,4940.230152455488,49.5679731291398,,,,,
3303,6053.135761549812,83.26175481531371,,,,,
1315,3762.1533899725678,186.09531482681123,,,,,
1315,3803.2309528625638,189.21908386787558,,,,,
1315,2687.748793610507,104.39154324034274,,,,,
3296,2456.463729884982,25.471367418538165,,,,,
5278,2395.890365723798,54.60609386654418,,,,,
5278,3330.9184215969017,36.89051872684915,,,,,
5278,4940.230152455488,6.399580286936571,,,,,
7275,6053.135761549812,16.795384720964787,,,,,
7275,6019.411125109431,17.25895360674322,,,,,
5272,7438.357347891135,41.09175546075749,,,,,
5272,6053.135761549812,14.81668743455637,,,,,
5272,3828.136809582821,27.38738980305726,,,,,
