0.006913472008304496,0.990726482388927,0.0023000464027681656,9.9996E-6,9.9996E-6,6.913748558246826E-8,9.907661130334483E-6,2.3001384083044975E-8,9.999999999999998E-11,9.999999999999998E-11,6.913748558246826E-8,9.907661130334483E-6,2.3001384083044975E-8,9.999999999999998E-11,9.999999999999998E-11,6.913748558246826E-8,9.907661130334483E-6,2.3001384083044975E-8,9.999999999999998E-11,9.999999999999998E-11,6.913748558246826E-8,9.907661130334483E-6,2.3001384083044975E-8,9.999999999999998E-11,9.999999999999998E-11
9.999599999999995E-6,0.00421257410632911,0.9915148525873411,0.00421257410632911,9.999599999999995E-6,9.999999999999996E-11,4.2127426160337514E-8,9.91554514767932E-6,4.2127426160337514E-8,9.999999999999996E-11,9.999999999999996E-11,4.2127426160337514E-8,9.91554514767932E-6,4.2127426160337514E-8,9.999999999999996E-11,9.999999999999996E-11,4.2127426160337514E-8,9.91554514767932E-6,4.2127426160337514E-8,9.999999999999996E-11,9.999999999999996E-11,4.2127426160337514E-8,9.91554514767932E-6,4.2127426160337514E-8,9.999999999999996E-11
9.999600000000003E-6,9.999600000000003E-6,0.007246929454922279,0.9906272817865284,0.002065789558549223,1.0000000000000006E-10,1.0000000000000006E-10,7.247219343696028E-8,9.906669084628671E-6,2.0658721934369608E-8,1.0000000000000006E-10,1.0000000000000006E-10,7.247219343696028E-8,9.906669084628671E-6,2.0658721934369608E-8,1.0000000000000006E-10,1.0000000000000006E-10,7.247219343696028E-8,9.906669084628671E-6,2.0658721934369608E-8,1.0000000000000006E-10,1.0000000000000006E-10,7.247219343696028E-8,9.906669084628671E-6,2.0658721934369608E-8
9.9996E-6,9.9996E-6,9.9996E-6,0.011006603806412824,0.988923397393587,1.0000000000000002E-10,1.0000000000000002E-10,1.0000000000000002E-10,1.1007044088176354E-7,9.889629559118236E-6,1.0000000000000002E-10,1.0000000000000002E-10,1.0000000000000002E-10,1.1007044088176354E-7,9.889629559118236E-6,1.0000000000000002E-10,1.0000000000000002E-10,1.0000000000000002E-10,1.1007044088176354E-7,9.889629559118236E-6,1.0000000000000002E-10,1.0000000000000002E-10,1.0000000000000002E-10,1.1007044088176354E-7,9.889629559118236E-6
9.999599999999997E-6,9.999599999999997E-6,9.999599999999997E-6,9.999599999999997E-6,0.9999200015999997,9.999999999999999E-11,9.999999999999999E-11,9.999999999999999E-11,9.999999999999999E-11,9.999599999999998E-6,9.999999999999999E-11,9.999999999999999E-11,9.999999999999999E-11,9.999999999999999E-11,9.999599999999998E-6,9.999999999999999E-11,9.999999999999999E-11,9.999999999999999E-11,9.999999999999999E-11,9.999599999999998E-6,9.999999999999999E-11,9.999999999999999E-11,9.999999999999999E-11,9.999999999999999E-11,9.999599999999998E-6
6.91374855824683E-8,9.907661130334488E-6,2.3001384083044985E-8,1.0000000000000003E-10,1.0000000000000003E-10,0.006913472008304498,0.9907264823889272,0.002300046402768166,9.999600000000002E-6,9.999600000000002E-6,6.91374855824683E-8,9.907661130334488E-6,2.3001384083044985E-8,1.0000000000000003E-10,1.0000000000000003E-10,6.91374855824683E-8,9.907661130334488E-6,2.3001384083044985E-8,1.0000000000000003E-10,1.0000000000000003E-10,6.91374855824683E-8,9.907661130334488E-6,2.3001384083044985E-8,1.0000000000000003E-10,1.0000000000000003E-10
9.999999999999995E-11,4.212742616033752E-8,9.915545147679318E-6,4.212742616033752E-8,9.999999999999995E-11,9.999599999999995E-6,0.004212574106329111,0.9915148525873412,0.004212574106329111,9.999599999999995E-6,9.999999999999995E-11,4.212742616033752E-8,9.915545147679318E-6,4.212742616033752E-8,9.999999999999995E-11,9.999999999999995E-11,4.212742616033752E-8,9.915545147679318E-6,4.212742616033752E-8,9.999999999999995E-11,9.999999999999995E-11,4.212742616033752E-8,9.915545147679318E-6,4.212742616033752E-8,9.999999999999995E-11
9.999999999999999E-11,9.999999999999999E-11,7.247219343696028E-8,9.90666908462867E-6,2.06587219343696E-8,9.9996E-6,9.9996E-6,0.00724692945492228,0.9906272817865284,0.0020657895585492227,9.999999999999999E-11,9.999999999999999E-11,7.247219343696028E-8,9.90666908462867E-6,2.06587219343696E-8,9.999999999999999E-11,9.999999999999999E-11,7.247219343696028E-8,9.90666908462867E-6,2.06587219343696E-8,9.999999999999999E-11,9.999999999999999E-11,7.247219343696028E-8,9.90666908462867E-6,2.06587219343696E-8
1.0000000000000002E-10,1.0000000000000002E-10,1.0000000000000002E-10,1.1007044088176355E-7,9.889629559118238E-6,9.9996E-6,9.9996E-6,9.9996E-6,0.011006603806412826,0.988923397393587,1.0000000000000002E-10,1.0000000000000002E-10,1.0000000000000002E-10,1.1007044088176355E-7,9.889629559118238E-6,1.0000000000000002E-10,1.0000000000000002E-10,1.0000000000000002E-10,1.1007044088176355E-7,9.889629559118238E-6,1.0000000000000002E-10,1.0000000000000002E-10,1.0000000000000002E-10,1.1007044088176355E-7,9.889629559118238E-6
1.0E-10,1.0E-10,1.0E-10,1.0E-10,9.999600000000002E-6,9.9996E-6,9.9996E-6,9.9996E-6,9.9996E-6,0.9999200015999999,1.0E-10,1.0E-10,1.0E-10,1.0E-10,9.999600000000002E-6,1.0E-10,1.0E-10,1.0E-10,1.0E-10,9.999600000000002E-6,1.0E-10,1.0E-10,1.0E-10,1.0E-10,9.999600000000002E-6
