x	y	a	r
5950	2436	1	0
5455	2436	4	0
5455	2436	2	0
5455	2942	3	0
5455	2449	1	0
4946	2449	3	0
4946	1948	4	0
4946	1948	4	0
4946	1948	3	0
4946	1455	1	0
4451	1455	0	0
4953	1455	1	0
4460	1455	4	0
4460	1455	3	0
4460	955	2	0
4460	1450	4	0
4460	1450	2	0
4460	1941	3	0
4460	1444	2	0
4460	1930	2	0
4460	2427	1	0
3958	2427	0	300
4460	2427	2	0
4460	2919	3	300
4460	2423	1	0
3966	2423	1	300
3475	2423	3	0
3475	1928	3	300
3475	1435	1	0
2979	1435	0	0
3462	1435	4	0
3462	1435	1	0
2956	1435	2	0
2956	1936	3	300
2956	1433	4	0
2956	1433	4	0
2956	1433	4	0
2956	1433	0	0
3455	1433	3	0
3455	926	4	0
3455	926	2	0
3455	1426	3	0
3455	930	0	0
3964	930	3	0
3964	428	1	0
3467	428	2	0
3467	931	0	0
3963	931	4	0
3963	931	0	0
4462	931	3	0
4462	423	2	0
4462	914	0	0
4956	914	0	0
5448	914	0	0
5956	914	3	0
5956	412	0	0
6453	412	0	0
6943	412	1	0
6448	412	2	0
6448	917	0	0
6945	917	3	0
6945	427	4	0
6945	427	2	0
6945	914	4	0
6945	914	0	0
7440	914	4	0
7440	914	1	0
6951	914	0	0
7444	914	1	0
6944	914	0	0
7430	914	3	0
7430	403	0	0
7918	403	2	0
7918	921	2	0
7918	1420	2	0
7918	1921	1	0
7421	1921	1	0
6916	1921	1	0
6427	1921	2	0
6427	2412	4	0
6427	2412	3	0
6427	1914	1	0
5934	1914	2	0
5934	2409	0	0
6425	2409	0	0
6927	2409	2	0
6927	2914	4	0
6927	2914	2	0
6927	3418	3	0
6927	2917	1	0
6429	2917	1	0
5939	2917	0	0
6436	2917	4	0
6436	2917	0	0
6941	2917	0	0
7440	2917	4	0
7440	2917	3	0
7440	2414	2	0
7440	2914	2	0
7440	3415	1	0
6951	3415	1	0
6456	3415	2	0
6456	3911	1	0
5959	3911	0	300
6450	3911	4	0
6450	3911	2	0
6450	4411	2	300
6450	4919	3	0
6450	4418	0	300
6946	4418	1	0
6446	4418	3	300
6446	3917	0	0
6950	3917	2	0
6950	4423	1	0
6459	4423	0	300
6948	4423	0	0
7433	4423	4	0
7433	4423	2	0
7433	4916	1	0
6952	4916	3	300
6952	4427	1	0
6464	4427	0	300
6963	4427	1	0
6483	4427	4	300
6483	4427	1	300
5988	4427	4	0
5988	4427	2	0
5988	4918	3	0
5988	4432	1	0
5491	4432	4	0
5491	4432	0	0
5993	4432	3	0
5993	3935	2	300
5993	4433	1	0
5487	4433	2	0
5487	4932	4	0
5487	4932	3	0
5487	4436	1	0
4984	4436	2	0
4984	4921	0	0
5473	4921	3	0
5473	4413	0	0
5969	4413	3	0
5969	3911	2	300
5969	4413	0	0
6467	4413	3	300
6467	3908	3	0
6467	3412	2	0
6467	3899	0	0
6966	3899	4	0
6966	3899	2	0
6966	4392	0	0
7466	4392	4	0
7466	4392	4	0
7466	4392	0	0
7963	4392	4	0
7963	4392	3	0
7963	3898	3	0
7963	3397	3	0
7963	2891	0	0
8464	2891	2	0
8464	3380	3	0
8464	2881	4	0
8464	2881	1	0
7974	2881	0	0
8475	2881	0	0
8967	2881	4	0
8967	2881	2	0
8967	3382	4	0
8967	3382	0	0
9465	3382	2	0
9465	3885	4	0
9465	3885	2	0
9465	4370	4	0
9465	4370	4	0
9465	4370	2	0
9465	4861	2	0
9465	5359	0	0
9962	5359	1	0
9471	5359	0	0
9958	5359	4	0
9958	5359	3	0
9958	4867	1	0
9468	4867	2	0
9468	5361	1	0
8967	5361	3	0
8967	4869	2	0
8967	5362	4	0
8967	5362	4	0
8967	5362	3	0
8967	4852	2	0
8967	5349	4	0
8967	5349	3	0
8967	4852	0	0
9454	4852	0	0
9962	4852	1	0
9474	4852	4	0
9474	4852	2	0
9474	5361	3	0
9474	4860	2	0
9474	5353	2	0
9474	5863	3	0
9474	5360	3	0
9474	4865	4	0
9474	4865	3	0
9474	4373	2	0
9474	4874	0	0
9963	4874	3	0
9963	4365	4	0
9963	4365	1	0
9468	4365	1	0
8975	4365	4	0
8975	4365	2	0
8975	4848	3	0
8975	4351	3	0
8975	3851	0	0
9465	3851	2	0
9465	4348	3	0
9465	3871	4	0
9465	3871	1	0
8955	3871	3	0
8955	3366	4	0
8955	3366	3	0
8955	2875	2	0
8955	3370	3	0
8955	2877	0	0
9456	2877	1	0
8950	2877	2	0
8950	3374	3	0
8950	2875	0	0
9457	2875	4	0
9457	2875	0	0
9954	2875	1	0
9470	2875	1	0
8972	2875	0	0
9463	2875	4	0
9463	2875	0	0
9948	2875	2	0
9948	3380	4	0
9948	3380	1	0
9446	3380	2	0
9446	3889	3	0
9446	3395	3	0
9446	2890	0	0
9947	2890	3	0
9947	2398	2	0
9947	2883	4	0
9947	2883	2	0
9947	3383	3	0
9947	2884	3	0
9947	2385	2	0
9947	2876	2	0
9947	3377	1	0
9447	3377	4	0
9447	3377	0	0
9938	3377	2	0
9938	3860	4	0
9938	3860	3	0
9938	3364	2	0
9938	3872	1	0
9445	3872	2	0
9445	4370	2	0
9445	4870	1	0
8942	4870	3	0
8942	4373	0	0
9442	4373	3	0
9442	3873	2	0
9442	4360	0	0
9951	4360	3	0
9951	3871	4	0
9951	3871	1	0
9448	3871	2	0
9448	4362	2	0
9448	4855	4	0
9448	4855	1	0
8945	4855	4	0
8945	4855	3	0
8945	4362	0	0
9443	4362	2	0
9443	4859	4	0
9443	4859	0	0
9950	4859	2	0
9950	5353	1	0
9457	5353	2	0
9457	5843	2	0
9457	6332	1	0
8963	6332	3	0
8963	5824	4	0
8963	5824	4	0
8963	5824	2	0
8963	6332	4	0
8963	6332	2	0
8963	6853	0	0
9456	6853	3	0
9456	6366	4	0
9456	6366	3	0
9456	5872	1	0
8958	5872	4	0
8958	5872	4	0
8958	5872	4	0
8958	5872	0	0
9451	5872	4	0
9451	5872	3	0
9451	5359	1	0
8965	5359	4	0
8965	5359	0	0
9472	5359	1	0
8977	5359	1	0
8483	5359	3	0
8483	4869	1	0
7990	4869	0	0
8476	4869	2	0
8476	5368	1	0
7994	5368	0	0
8493	5368	1	0
7996	5368	1	0
7499	5368	1	300
6996	5368	3	0
6996	4870	0	300
7492	4870	4	0
7492	4870	0	0
7984	4870	3	0
7984	4372	0	0
8486	4372	0	0
8990	4372	2	0
8990	4870	3	0
8990	4356	4	0
8990	4356	4	0
8990	4356	2	0
8990	4863	4	0
8990	4863	3	0
8990	4363	0	0
9480	4363	1	0
8981	4363	1	0
8477	4363	4	0
8477	4363	0	0
8978	4363	4	0
8978	4363	4	0
8978	4363	1	0
8483	4363	2	0
8483	4865	0	0
8982	4865	0	0
9471	4865	4	0
9471	4865	4	0
9471	4865	4	0
9471	4865	3	0
9471	4372	0	0
9971	4372	4	0
9971	4372	1	0
9467	4372	4	0
9467	4372	4	0
9467	4372	0	0
9964	4372	4	0
9964	4372	2	0
9964	4857	3	0
9964	4367	3	0
9964	3872	2	0
9964	4368	4	0
9964	4368	1	0
9463	4368	0	0
9962	4368	2	0
9962	4866	4	0
9962	4866	1	0
9468	4866	1	0
8978	4866	3	0
8978	4368	0	0
9460	4368	0	0
9949	4368	1	0
9455	4368	4	0
9455	4368	0	0
9953	4368	4	0
9953	4368	2	0
9953	4872	1	0
9458	4872	1	0
8975	4872	2	0
8975	5368	1	0
8474	5368	0	0
8970	5368	1	0
8476	5368	1	0
7987	5368	0	0
8472	5368	3	0
8472	4876	1	0
7984	4876	1	0
7487	4876	2	0
7487	5361	2	300
7487	5850	3	0
7487	5349	4	300
7487	5349	3	300
7487	4859	2	0
7487	5365	1	300
6974	5365	2	0
6974	5864	2	0
6974	6348	1	0
6467	6348	2	0
6467	6843	1	0
5974	6843	2	0
5974	7342	4	0
5974	7342	0	0
6463	7342	2	0
6463	7838	0	0
6951	7838	1	0
6452	7838	4	0
6452	7838	3	0
6452	7344	2	0
6452	7842	3	0
6452	7354	1	0
5948	7354	0	0
6443	7354	4	0
6443	7354	0	0
6952	7354	4	0
6952	7354	0	0
7441	7354	3	0
7441	6857	4	0
7441	6857	4	0
7441	6857	3	0
7441	6346	4	0
7441	6346	1	0
6940	6346	2	0
6940	6835	0	0
7445	6835	2	0
7445	7338	4	0
7445	7338	4	0
7445	7338	1	0
6955	7338	3	0
6955	6843	0	0
7444	6843	1	0
6956	6843	0	0
7453	6843	4	0
7453	6843	2	0
7453	7339	0	0
7949	7339	3	0
7949	6843	3	0
7949	6340	1	0
7443	6340	0	0
7951	6340	0	0
8426	6340	1	300
7930	6340	3	0
7930	5849	0	300
8411	5849	4	0
8411	5849	4	0
8411	5849	3	0
8411	5346	3	0
8411	4837	4	0
8411	4837	3	0
8411	4354	1	0
7921	4354	0	0
8427	4354	2	0
8427	4852	3	0
8427	4364	0	0
8934	4364	2	0
8934	4855	0	0
9430	4855	4	0
9430	4855	2	0
9430	5343	2	0
9430	5830	2	0
9430	6331	0	0
9928	6331	3	0
9928	5832	1	0
9423	5832	4	0
9423	5832	0	0
9923	5832	3	0
9923	5335	3	0
9923	4829	3	0
9923	4340	4	0
9923	4340	1	0
9431	4340	3	0
9431	3840	3	0
9431	3349	4	0
9431	3349	0	0
9930	3349	3	0
9930	2846	3	0
9930	2352	3	0
9930	1842	1	0
9421	1842	3	0
9421	1345	4	0
9421	1345	2	0
9421	1844	0	0
9902	1844	2	0
9902	2334	1	0
9406	2334	2	0
9406	2832	1	0
8904	2832	3	0
8904	2335	3	0
8904	1839	1	0
8419	1839	0	0
8917	1839	2	0
8917	2338	1	0
8415	2338	1	0
7922	2338	0	0
8420	2338	4	0
8420	2338	2	0
8420	2849	3	0
8420	2363	4	0
8420	2363	2	0
8420	2865	0	0
8926	2865	3	0
8926	2383	1	0
8418	2383	0	0
8914	2383	1	0
