x	y	a	r
0	0	4	-300
0	0	2	-300
0	491	4	-300
0	491	0	-300
501	491	0	-300
996	491	2	-300
996	987	4	0
996	987	2	0
996	1491	1	0
494	1491	4	0
494	1491	2	0
494	1990	0	0
994	1990	3	0
994	1493	4	0
994	1493	1	0
491	1493	2	0
491	1984	1	0
7	1984	2	0
7	2471	4	0
7	2471	2	0
7	2968	2	0
7	3461	0	0
509	3461	4	0
509	3461	2	0
509	3954	2	0
509	4437	4	0
509	4437	2	0
509	4937	4	0
509	4937	0	0
999	4937	4	0
999	4937	4	0
999	4937	2	0
999	5424	2	0
999	5918	3	0
999	5430	0	0
1493	5430	1	0
999	5430	2	0
999	5910	2	0
999	6395	1	0
485	6395	3	0
485	5895	2	0
485	6385	0	0
983	6385	3	0
983	5907	4	0
983	5907	2	0
983	6396	1	0
478	6396	3	0
478	5897	2	0
478	6386	0	0
978	6386	1	0
491	6386	4	0
491	6386	3	0
491	5885	2	0
491	6382	0	0
998	6382	0	0
1503	6382	2	0
1503	6874	3	0
1503	6380	4	0
1503	6380	1	0
1016	6380	4	0
1016	6380	3	0
1016	5891	1	0
517	5891	2	0
517	6376	4	0
517	6376	2	0
517	6864	0	0
1014	6864	3	0
1014	6374	3	0
1014	5886	2	0
1014	6387	1	0
523	6387	2	0
523	6879	0	0
1008	6879	3	0
1008	6391	3	0
1008	5897	2	0
1008	6378	1	0
515	6378	1	0
11	6378	2	0
11	6873	2	0
11	7365	3	0
11	6886	2	0
11	7399	4	0
11	7399	4	0
11	7399	4	0
11	7399	3	0
11	6898	2	0
11	7379	0	0
507	7379	1	0
13	7379	2	0
13	7868	4	300
13	7868	3	300
13	7365	3	0
13	6868	0	0
518	6868	1	0
20	6868	2	0
20	7352	0	0
523	7352	3	0
523	6847	0	0
1008	6847	1	0
508	6847	1	0
18	6847	3	0
18	6344	3	0
18	5859	0	0
524	5859	0	0
1023	5859	3	0
1023	5364	1	0
525	5364	0	0
1018	5364	4	0
1018	5364	0	0
1510	5364	3	0
1510	4879	4	0
1510	4879	3	0
1510	4390	1	0
1016	4390	1	0
528	4390	2	0
528	4898	2	0
528	5407	4	0
528	5407	1	0
23	5407	3	0
23	4923	4	300
23	4923	4	300
23	4923	3	300
23	4427	0	0
517	4427	2	0
517	4917	4	0
517	4917	4	0
517	4917	3	0
517	4421	3	0
517	3923	1	0
12	3923	0	0
509	3923	2	0
509	4413	4	0
509	4413	2	0
509	4902	3	0
509	4405	4	0
509	4405	1	0
12	4405	4	0
12	4405	0	0
509	4405	1	0
22	4405	2	0
22	4906	4	300
22	4906	2	300
22	5404	3	0
22	4895	0	300
513	4895	2	0
513	5393	2	0
513	5895	2	0
513	6387	1	0
5	6387	0	0
498	6387	0	0
1001	6387	0	0
1502	6387	4	0
1502	6387	2	0
1502	6873	3	0
1502	6359	0	0
1992	6359	0	0
2487	6359	4	0
2487	6359	4	0
2487	6359	1	0
1986	6359	0	0
2484	6359	2	0
2484	6858	3	0
2484	6358	2	0
2484	6861	1	0
1984	6861	2	0
1984	7349	1	0
1482	7349	1	0
986	7349	3	0
986	6853	1	0
498	6853	2	0
498	7357	0	0
996	7357	3	0
996	6861	4	0
996	6861	1	0
510	6861	0	0
1011	6861	0	0
1495	6861	3	0
1495	6368	2	0
1495	6872	1	0
991	6872	3	0
991	6367	1	0
491	6367	3	0
491	5861	2	0
491	6363	3	0
491	5871	4	0
491	5871	3	0
491	5366	0	0
984	5366	3	0
984	4865	4	0
984	4865	4	0
984	4865	0	0
1482	4865	1	0
979	4865	3	0
979	4369	2	0
979	4888	3	0
979	4394	2	0
979	4896	0	0
1489	4896	3	0
1489	4393	2	0
1489	4890	3	0
1489	4384	2	0
1489	4877	0	0
1999	4877	0	0
2490	4877	4	0
2490	4877	2	0
2490	5365	1	300
2002	5365	1	300
1509	5365	2	0
1509	5862	4	0
1509	5862	1	0
1004	5862	1	0
519	5862	3	0
519	5373	4	0
519	5373	3	0
519	4884	4	0
519	4884	1	0
14	4884	0	300
511	4884	2	0
511	5372	1	0
14	5372	0	0
508	5372	3	0
508	4875	2	0
508	5376	3	0
508	4886	1	0
18	4886	0	300
511	4886	3	0
511	4395	1	0
20	4395	4	0
20	4395	3	0
20	3897	0	0
510	3897	3	0
510	3394	1	0
6	3394	3	0
6	2901	4	0
6	2901	2	0
6	3391	4	0
6	3391	0	0
503	3391	4	0
503	3391	3	0
503	2890	1	0
12	2890	3	0
12	2396	3	0
12	1904	0	0
507	1904	4	0
507	1904	3	0
507	1409	4	0
507	1409	4	0
507	1409	3	0
507	905	3	0
507	413	4	-300
507	413	2	-300
507	905	0	0
997	905	0	0
1498	905	1	0
1008	905	2	0
1008	1395	2	0
1008	1904	1	0
528	1904	3	0
528	1399	2	0
528	1904	2	0
528	2407	0	0
1035	2407	3	0
1035	1910	2	0
1035	2410	0	0
1532	2410	1	0
1036	2410	2	0
1036	2907	2	0
1036	3402	4	0
1036	3402	3	0
1036	2893	0	0
1532	2893	1	0
1039	2893	1	0
542	2893	1	0
58	2893	0	0
551	2893	4	0
551	2893	3	0
551	2403	2	0
551	2904	1	0
47	2904	4	0
47	2904	4	0
47	2904	2	0
47	3413	0	0
533	3413	4	0
533	3413	3	0
533	2922	3	0
533	2419	2	0
533	2927	1	0
36	2927	0	0
529	2927	0	0
1017	2927	0	0
