x	y	a	r
0	0	2	-300
0	495	2	-300
0	991	2	0
0	1493	4	0
0	1493	0	0
506	1493	0	0
989	1493	3	0
989	994	1	0
499	994	0	0
990	994	2	0
990	1495	3	0
990	990	1	0
492	990	4	0
492	990	1	0
3	990	4	0
3	990	3	0
3	494	2	-300
3	996	4	0
3	996	2	0
3	1485	4	0
3	1485	3	0
3	975	3	0
3	481	2	-300
3	983	4	0
3	983	0	0
495	983	0	0
995	983	4	0
995	983	2	0
995	1472	4	0
995	1472	2	0
995	1972	2	0
995	2472	3	0
995	1985	0	0
1486	1985	3	0
1486	1503	1	0
989	1503	4	0
989	1503	0	0
1488	1503	0	0
1997	1503	1	0
1494	1503	2	0
1494	1997	0	0
1985	1997	0	0
2486	1997	0	0
2986	1997	3	0
2986	1502	1	0
2486	1502	0	0
2974	1502	3	0
2974	1021	0	0
3472	1021	1	0
2970	1021	3	0
2970	517	0	0
3465	517	1	0
2966	517	1	0
2467	517	0	0
2966	517	2	0
2966	1007	1	0
2466	1007	2	0
2466	1498	0	0
2973	1498	3	0
2973	1004	2	0
2973	1497	1	0
2480	1497	4	0
2480	1497	2	0
2480	2002	3	0
2480	1508	0	0
2969	1508	2	0
2969	2003	1	0
2466	2003	2	0
2466	2501	3	0
2466	1996	4	0
2466	1996	4	0
2466	1996	4	0
2466	1996	0	0
2954	1996	0	0
3455	1996	1	300
2958	1996	4	0
2958	1996	2	0
2958	2503	1	0
2463	2503	4	0
2463	2503	2	0
2463	3010	0	0
2951	3010	3	0
2951	2509	3	0
2951	2007	0	0
3454	2007	3	0
3454	1507	1	300
2960	1507	1	0
2465	1507	1	0
1968	1507	4	0
1968	1507	3	0
1968	997	1	0
1474	997	1	0
981	997	0	0
1477	997	3	0
1477	492	0	0
1975	492	2	0
1975	968	2	0
1975	1460	2	0
1975	1961	3	0
1975	1472	3	0
1975	983	1	0
1486	983	4	0
1486	983	0	0
1981	983	1	0
1491	983	3	0
1491	497	4	0
1491	497	4	0
1491	497	0	0
1980	497	1	0
1476	497	0	0
1965	497	1	0
1456	497	3	0
1456	2	4	0
1456	2	1	0
961	2	4	-300
961	2	1	-300
471	2	2	-300
471	504	3	0
471	8	4	-300
471	8	2	-300
471	505	2	0
471	1006	2	0
471	1516	2	0
471	2012	4	0
471	2012	2	0
471	2517	0	0
972	2517	4	0
972	2517	4	0
972	2517	2	0
972	3013	1	0
477	3013	4	0
477	3013	0	0
970	3013	3	0
970	2517	1	0
466	2517	2	0
466	3010	2	0
466	3513	0	0
956	3513	2	0
956	4003	2	0
956	4499	2	0
956	4992	1	0
457	4992	2	300
457	5484	0	0
946	5484	1	0
445	5484	2	0
445	5966	2	0
445	6470	0	0
940	6470	3	0
940	5972	4	0
940	5972	4	0
940	5972	4	0
940	5972	2	0
940	6467	4	0
940	6467	0	0
1429	6467	3	0
1429	5963	0	0
1914	5963	1	0
1416	5963	4	0
1416	5963	3	0
1416	5470	0	0
1909	5470	4	0
1909	5470	2	0
1909	5978	3	0
1909	5470	2	0
1909	5970	0	0
2404	5970	2	0
2404	6462	3	0
2404	5971	0	0
2897	5971	3	0
2897	5472	4	0
2897	5472	4	0
2897	5472	3	0
2897	4984	1	0
2415	4984	1	0
1930	4984	3	0
1930	4493	3	0
1930	4005	3	0
1930	3513	1	0
1430	3513	0	0
1925	3513	4	0
1925	3513	4	0
1925	3513	1	0
1432	3513	4	0
1432	3513	2	0
1432	4006	1	0
922	4006	1	0
430	4006	4	0
430	4006	3	0
430	3504	0	0
924	3504	1	0
422	3504	4	0
422	3504	2	0
422	3991	0	0
921	3991	0	0
1426	3991	3	0
1426	3491	0	0
1917	3491	3	0
1917	3001	0	0
2423	3001	4	0
2423	3001	1	0
1940	3001	3	0
1940	2502	1	0
1436	2502	2	0
1436	2990	1	0
935	2990	0	0
1436	2990	1	0
926	2990	2	0
926	3489	4	0
926	3489	1	0
420	3489	3	0
420	2988	4	0
420	2988	0	0
918	2988	2	0
918	3483	3	0
918	2994	1	0
428	2994	2	0
428	3495	4	0
428	3495	2	0
428	3991	2	0
428	4492	3	0
428	4004	3	0
428	3494	3	0
428	2991	3	0
428	2485	2	0
428	2966	3	0
428	2464	0	0
