x	y	a	r
0	0	0	0
497	0	0	0
985	0	4	0
985	0	1	0
484	0	0	0
990	0	4	0
990	0	0	0
1494	0	4	0
1494	0	4	0
1494	0	0	0
1993	0	1	0
1502	0	2	0
1502	485	4	0
1502	485	2	0
1502	977	4	0
1502	977	1	0
996	977	1	0
504	977	1	0
10	977	0	0
505	977	3	0
505	491	0	0
992	491	4	0
992	491	2	0
992	991	1	0
482	991	0	0
987	991	3	0
987	483	0	0
1474	483	2	0
1474	978	0	0
1966	978	1	0
1470	978	2	0
1470	1476	1	0
985	1476	4	0
985	1476	2	0
985	1959	0	0
1489	1959	3	0
1489	1469	0	0
1989	1469	3	0
1989	974	2	0
1989	1473	1	0
1495	1473	4	0
1495	1473	1	0
981	1473	1	0
480	1473	2	0
480	1958	4	0
480	1958	4	0
480	1958	3	0
480	1458	0	0
971	1458	4	0
971	1458	2	0
971	1951	2	0
971	2445	1	0
472	2445	2	0
472	2937	3	0
472	2446	4	0
472	2446	0	0
965	2446	4	0
965	2446	3	0
965	1963	2	0
965	2462	2	0
965	2967	2	0
965	3468	2	0
965	3964	3	0
965	3464	4	0
965	3464	3	0
965	2959	1	0
458	2959	2	0
458	3450	2	0
458	3951	2	0
458	4444	2	0
458	4938	4	0
458	4938	2	0
458	5434	0	0
954	5434	4	0
954	5434	0	0
1458	5434	3	0
1458	4935	2	0
1458	5443	4	0
1458	5443	2	0
1458	5940	0	0
1945	5940	2	0
1945	6433	3	0
1945	5934	1	0
1445	5934	3	0
1445	5435	0	0
1947	5435	4	0
1947	5435	2	0
1947	5939	4	0
1947	5939	0	0
2430	5939	4	0
2430	5939	4	0
2430	5939	4	0
2430	5939	0	0
2915	5939	3	0
2915	5443	2	0
2915	5933	2	0
2915	6422	2	0
2915	6927	4	0
2915	6927	1	0
2424	6927	2	0
2424	7434	3	0
2424	6950	0	0
2916	6950	1	0
2413	6950	4	0
2413	6950	1	0
1907	6950	4	0
1907	6950	2	0
1907	7452	0	0
2400	7452	1	0
1900	7452	4	0
1900	7452	0	0
2396	7452	2	0
2396	7952	2	0
2396	8456	1	0
1897	8456	1	0
1395	8456	1	0
889	8456	2	0
889	
