x	y	a	r
4569	7408	4	0
4569	7408	2	0
4569	7893	4	0
4569	7893	2	0
4569	8390	4	0
4569	8390	1	0
4069	8390	3	0
4069	7897	2	0
4069	8407	0	0
4568	8407	4	0
4568	8407	2	0
4568	8900	3	0
4568	8398	4	0
4568	8398	1	0
4076	8398	4	0
4076	8398	4	0
4076	8398	4	0
4076	8398	1	0
3580	8398	1	0
3077	8398	1	0
2589	8398	1	0
2091	8398	3	0
2091	7902	0	0
2580	7902	0	0
3084	7902	2	0
3084	8398	0	0
3583	8398	2	0
3583	8895	3	0
3583	8405	3	0
3583	7900	1	0
3108	7900	4	0
3108	7900	2	0
3108	8399	2	0
3108	8892	1	0
2601	8892	2	0
2601	9400	0	0
3099	9400	3	0
3099	8885	1	0
2586	8885	2	0
2586	9380	4	0
2586	9380	0	0
3088	9380	3	0
3088	8879	0	0
3589	8879	3	0
3589	8372	3	0
3589	7879	2	0
3589	8371	4	0
3589	8371	1	0
3094	8371	1	0
2587	8371	2	0
2587	8870	0	0
3083	8870	4	0
3083	8870	4	0
3083	8870	2	0
3083	9359	3	0
3083	8860	4	0
3083	8860	2	0
3083	9362	2	0
3083	9860	1	0
2582	9860	0	0
3083	9860	3	0
3083	9361	3	0
3083	8870	0	0
3582	8870	2	0
3582	9356	0	0
4078	9356	0	0
4589	9356	1	0
4090	9356	0	0
4590	9356	2	0
4590	9860	3	0
4590	9358	0	0
5090	9358	1	0
4589	9358	1	0
4093	9358	0	0
4598	9358	3	0
4598	8858	2	0
4598	9349	2	0
4598	9860	0	0
5091	9860	4	0
5091	9860	1	0
4597	9860	4	0
4597	9860	1	0
4105	9860	3	0
4105	9346	3	0
4105	8846	0	0
4594	8846	0	0
5083	8846	1	0
4585	8846	2	0
4585	9350	4	0
4585	9350	1	0
4091	9350	3	0
4091	8847	0	0
4591	8847	0	0
5079	8847	0	0
5560	8847	4	0
5560	8847	3	0
5560	8350	2	0
5560	8852	3	0
5560	8362	0	0
6052	8362	4	0
6052	8362	0	0
6552	8362	3	0
6552	7870	3	0
6552	7369	1	0
6059	7369	1	0
5575	7369	2	0
5575	7859	3	0
5575	7364	4	0
5575	7364	0	0
6074	7364	4	0
6074	7364	2	0
6074	7871	2	0
6074	8363	0	0
6569	8363	3	0
6569	7873	0	0
7072	7873	3	0
7072	7369	3	0
7072	6878	1	0
6585	6878	4	0
6585	6878	4	0
6585	6878	1	0
6084	6878	3	0
6084	6380	3	0
6084	5887	1	0
5586	5887	2	0
5586	6377	1	0
5088	6377	0	0
5592	6377	1	0
5099	6377	0	0
5595	6377	1	0
5084	6377	2	0
5084	6866	0	0
5581	6866	4	0
5581	6866	1	0
5085	6866	0	0
5584	6866	0	0
6071	6866	3	0
6071	6365	0	0
6571	6365	0	0
7073	6365	0	0
7576	6365	0	0
8072	6365	0	300
8571	6365	2	0
8571	6867	0	0
9076	6867	0	0
9592	6867	3	0
9592	6371	4	0
9592	6371	1	0
9096	6371	2	0
9096	6867	1	0
8588	6867	3	0
8588	6360	3	0
8588	5860	4	0
8588	5860	1	0
8094	5860	4	0
8094	5860	3	0
8094	5363	1	0
7592	5363	1	0
7092	5363	1	300
6593	5363	2	0
6593	5857	1	0
6094	5857	1	0
5594	5857	2	0
5594	6343	2	0
5594	6845	2	0
5594	7349	4	0
5594	7349	1	0
5093	7349	2	0
5093	7846	1	0
4591	7846	2	0
4591	8345	4	0
4591	8345	2	0
4591	8853	0	0
5083	8853	1	0
4584	8853	0	0
5083	8853	4	0
5083	8853	1	0
4583	8853	4	0
4583	8853	4	0
4583	8853	3	0
4583	8361	0	0
5070	8361	0	0
5577	8361	2	0
5577	8866	4	0
5577	8866	3	0
5577	8371	4	0
5577	8371	1	0
5077	8371	4	0
5077	8371	3	0
5077	7879	1	0
4586	7879	3	0
4586	7372	0	0
5092	7372	3	0
5092	6871	1	0
4591	6871	3	0
4591	6380	2	0
4591	6880	4	0
4591	6880	4	0
4591	6880	3	0
4591	6388	0	0
5084	6388	3	0
5084	5881	2	0
5084	6385	3	0
5084	5900	1	0
4593	5900	4	0
4593	5900	0	0
5084	5900	1	0
4590	5900	0	0
5090	5900	2	0
5090	6396	4	0
5090	6396	4	0
5090	6396	0	0
5595	6396	0	0
6093	6396	1	0
5593	6396	1	0
5087	6396	2	0
5087	6887	4	0
5087	6887	1	0
4596	6887	3	0
4596	6399	4	0
4596	6399	4	0
4596	6399	0	0
5100	6399	2	0
5100	6899	4	0
5100	6899	0	0
5593	6899	3	0
5593	6407	4	0
5593	6407	2	0
5593	6913	0	0
6100	6913	2	0
6100	7420	4	0
6100	7420	3	0
6100	6936	2	0
6100	7437	1	0
5603	7437	4	0
5603	7437	1	0
5105	7437	2	0
5105	7942	0	0
5611	7942	2	0
5611	8445	0	0
6105	8445	4	0
6105	8445	3	0
6105	7953	0	0
6596	7953	1	0
6111	7953	1	0
5609	7953	0	0
6099	7953	1	0
5601	7953	3	0
5601	7454	2	0
5601	7937	1	0
5100	7937	2	0
5100	8426	2	0
5100	8933	1	0
4608	8933	3	0
4608	8440	2	0
4608	8935	3	0
4608	8428	4	0
4608	8428	0	0
5112	8428	4	0
5112	8428	1	0
4618	8428	2	0
4618	8923	2	0
4618	9426	0	0
5126	9426	2	0
5126	9924	0	0
5621	9924	3	0
5621	9435	1	0
5105	9435	3	0
5105	8925	1	0
4606	8925	3	0
4606	8437	4	0
4606	8437	0	0
5118	8437	2	0
5118	8930	3	0
5118	8440	3	0
5118	7954	3	0
5118	7453	2	0
5118	7955	2	0
5118	8445	2	0
5118	8941	3	0
5118	8454	2	0
5118	8951	4	0
5118	8951	3	0
5118	8459	4	0
5118	8459	4	0
5118	8459	3	0
5118	7962	0	0
5620	7962	1	0
5117	7962	1	0
4619	7962	3	0
4619	7451	3	0
4619	6953	3	0
4619	6454	3	0
4619	5952	2	0
4619	6472	4	0
4619	6472	4	0
4619	6472	2	0
4619	6951	1	0
4124	6951	4	0
4124	6951	3	0
4124	6445	3	0
4124	5958	0	0
4626	5958	0	0
5123	5958	1	0
4617	5958	0	0
5124	5958	2	0
5124	6447	3	0
5124	5961	4	0
5124	5961	4	0
5124	5961	1	0
4638	5961	4	0
4638	5961	0	0
5135	5961	0	0
5633	5961	1	0
5133	5961	2	0
5133	6468	3	0
5133	5970	2	0
5133	6473	4	0
5133	6473	2	0
5133	6972	1	0
4633	6972	2	0
4633	7472	1	0
4129	7472	4	0
4129	7472	0	0
4631	7472	2	0
4631	7971	3	0
4631	7474	2	0
4631	7978	4	0
4631	7978	3	0
4631	7480	4	0
4631	7480	4	0
4631	7480	4	0
4631	7480	1	0
4134	7480	1	0
3643	7480	3	0
3643	6981	4	0
3643	6981	0	0
4139	6981	1	0
3633	6981	4	0
3633	6981	1	0
3131	6981	0	0
3625	6981	2	0
3625	7480	4	0
3625	7480	0	0
4131	7480	1	0
3630	7480	4	0
3630	7480	3	0
3630	6990	3	0
3630	6498	3	0
3630	6018	0	0
4130	6018	1	0
3627	6018	3	0
3627	5532	1	0
3120	5532	3	0
3120	5031	2	0
3120	5530	3	0
3120	5035	0	0
3609	5035	0	0
4112	5035	1	0
3615	5035	1	0
3108	5035	4	0
3108	5035	2	0
3108	5538	0	0
3613	5538	2	0
3613	6032	3	0
3613	5525	2	0
3613	6027	0	0
4105	6027	4	0
4105	6027	0	0
4605	6027	0	0
5096	6027	1	0
4599	6027	4	0
4599	6027	1	0
4109	6027	3	0
4109	5533	3	0
4109	5040	2	0
4109	5542	4	0
4109	5542	2	0
4109	6036	4	0
4109	6036	4	0
4109	6036	0	0
4600	6036	3	0
4600	5544	4	0
4600	5544	3	0
4600	5052	3	0
4600	4557	2	0
4600	5056	4	0
4600	5056	1	0
4106	5056	3	0
4106	4562	0	0
4604	4562	2	0
4604	5059	1	0
4111	5059	1	0
3612	5059	0	0
4105	5059	0	0
