Q	a	r
q21	0	0
q21	2	0
q21	1	0
q21	0	0
q21	4	0
q21	4	0
q21	3	0
q21	0	0
q21	2	0
q21	0	0
q21	2	0
q21	3	0
q21	0	0
q21	4	0
q21	1	0
q21	1	0
q21	0	0
q21	3	0
q21	4	0
q21	4	0
q21	2	0
q21	0	0
q21	3	0
q21	4	0
q21	2	0
q21	2	0
q21	0	0
q21	4	0
q21	4	0
q21	1	0
q21	4	0
q21	0	0
q21	4	0
q21	1	0
q21	3	0
q21	4	0
q21	3	0
q21	0	0
q21	3	0
q21	3	0
q21	4	0
q21	1	0
q21	2	0
q21	2	0
q21	3	0
q21	2	0
q21	1	0
q21	0	0
q21	1	0
q21	3	0
q21	2	0
q21	2	0
q21	0	0
q21	1	0
q21	3	0
q21	2	0
q21	0	0
q21	0	0
q21	4	0
q21	2	0
q21	4	0
q21	4	0
q21	1	0
q21	3	0
q21	3	0
q21	3	0
q21	3	0
q21	3	0
q21	0	0
q21	4	0
q21	3	0
q21	0	0
q21	3	0
q14	1	0
q14	1	0
q14	4	0
q14	3	0
q14	1	0
q14	1	0
q14	0	0
q14	4	0
q14	1	0
q14	1	0
q14	1	0
q14	1	0
q12	3	0
q12	4	0
q12	2	0
q12	4	0
q12	2	0
q12	0	0
q14	3	0
q14	4	0
q14	3	0
q13	4	0
q13	1	0
q12	3	0
q12	3	0
q12	1	0
q12	3	0
q12	3	0
q12	2	0
q12	4	0
q12	3	0
q12	2	0
q12	2	0
q12	2	0
q12	2	0
q12	0	0
q12	0	0
q13	1	0
q12	4	0
q12	2	0
q12	3	0
q12	4	0
q12	2	0
q12	3	0
q12	2	0
q12	4	0
q12	2	0
q12	1	0
q12	2	0
q12	2	0
q12	4	0
q12	2	0
q12	2	0
q12	3	0
q12	4	0
q12	3	0
q12	2	0
q12	1	0
q12	3	0
q12	4	0
q12	1	0
q12	4	0
q12	0	0
q12	4	0
q12	4	0
q12	3	0
q12	4	0
q12	0	0
q12	3	0
q12	0	0
q12	3	0
q12	0	0
q14	4	0
q14	2	0
q14	0	0
q14	4	0
q14	1	0
q14	3	0
q14	3	0
q13	1	0
q12	4	0
q12	3	0
q12	1	0
q12	4	0
q12	0	0
q12	1	0
q12	1	0
q12	1	0
q12	4	0
q12	3	0
q12	0	0
q12	4	0
q12	1	0
q12	2	0
q12	2	0
q12	0	0
q12	1	0
q12	4	0
q12	1	0
q12	1	0
q12	2	0
q12	3	0
q12	0	0
q12	1	0
q12	4	0
q12	4	0
q12	4	0
q12	2	0
q12	0	0
q12	1	0
q12	2	0
q12	1	0
q12	2	0
q12	0	0
q12	2	0
q12	4	0
q12	3	0
q12	3	0
q12	2	0
q12	4	0
q12	3	0
q12	2	0
q12	4	0
q12	4	0
q12	2	0
q12	1	0
q12	2	0
q12	2	0
q12	0	0
q12	2	0
q12	4	0
q12	3	0
q12	4	0
q12	0	0
q12	3	0
q12	2	0
q12	3	0
q12	0	0
q12	2	0
q12	1	0
q12	4	0
q12	2	0
q12	2	0
q12	2	0
q12	0	0
q12	1	0
q12	0	0
q12	4	0
q12	4	0
q12	1	0
q12	3	0
q12	0	0
q12	0	0
q12	2	0
q12	3	0
q12	1	0
q12	2	0
q12	4	0
q12	4	0
q12	0	0
q12	4	0
q12	0	0
q12	1	0
q12	3	0
q12	1	0
q12	1	0
q12	1	0
q12	3	0
q12	3	0
q12	0	0
q12	0	0
q12	3	0
q12	2	0
q12	3	0
q12	3	0
q12	0	0
q12	0	0
q12	2	0
q12	2	0
q12	1	0
q12	1	0
q12	3	0
q12	2	0
q12	0	0
q12	0	0
q12	2	0
q12	1	0
q12	1	0
q12	4	0
q12	0	0
q12	1	0
q12	1	0
q12	1	0
q12	2	0
q12	2	0
q12	0	0
q12	1	0
q12	0	0
q12	1	0
q12	1	0
q12	0	0
q12	0	0
q12	3	0
q12	4	0
q12	3	0
q12	3	0
q12	1	0
q12	2	0
q12	1	0
q12	4	0
q12	3	0
q12	4	0
q12	4	0
q12	3	0
q12	0	0
q12	4	0
q12	3	0
q12	4	0
q12	2	0
q12	2	0
q12	2	0
q12	3	0
q12	4	0
q12	0	0
q12	4	0
q12	0	0
q12	3	0
q12	1	0
q12	3	0
q12	2	0
q12	2	0
q12	0	0
q12	4	0
q12	2	0
q12	1	0
q12	4	0
q12	1	0
q12	2	0
q12	3	0
q12	1	0
q12	2	0
q12	0	0
q12	1	0
q12	4	0
q12	3	0
q12	3	0
q12	0	0
q12	1	0
q12	2	0
q12	3	0
q12	2	0
q12	2	0
q12	3	0
q12	2	0
q12	4	0
q12	0	0
q12	2	0
q12	1	0
q12	3	0
q12	0	0
q12	1	0
q12	4	0
q12	0	0
q12	0	0
q12	3	0
q12	2	0
q12	0	0
q12	4	0
q12	1	0
q12	2	0
q12	0	0
q12	0	0
q12	0	0
q12	0	0
q12	3	0
q12	3	0
q12	0	0
q21	1	0
q12	1	0
q12	3	0
q12	1	0
q12	4	0
q12	0	0
q12	0	0
q12	2	0
q12	3	0
q12	1	0
q12	4	0
q12	0	0
q12	0	0
q21	2	0
q21	0	0
q21	4	0
q21	1	0
q21	3	0
q21	2	0
q21	2	0
q21	2	0
q21	1	0
q12	0	0
q21	3	0
q21	2	0
q21	4	0
q21	0	0
q21	0	0
q21	4	0
q21	3	0
q21	0	0
q21	1	0
q21	2	0
q21	1	0
q21	4	0
q21	0	0
q21	0	0
q21	1	0
q21	3	0
q21	3	0
q21	4	0
q21	2	0
q21	3	0
q21	0	0
q21	0	0
q21	0	0
q21	2	0
q21	1	0
q21	3	0
q21	2	0
q21	2	0
q21	0	0
q21	0	0
q21	0	0
q21	1	0
q21	4	0
q21	4	0
q21	0	0
q21	3	0
q21	4	0
q21	1	0
q21	1	0
q21	2	0
q21	4	0
q21	4	0
q21	1	0
q21	0	0
q21	0	0
q21	3	0
q21	3	0
q21	4	0
q21	4	0
q21	1	0
q21	4	0
q21	3	0
q21	0	0
q21	4	0
q21	2	0
q21	2	0
q21	3	0
q21	0	0
q21	3	0
q21	0	0
q21	2	0
q21	1	0
q21	0	0
q21	3	0
q21	1	0
q21	4	0
q21	1	0
q21	1	0
q21	1	0
q21	2	0
q21	0	0
q21	1	0
q21	2	0
q21	4	0
q21	3	0
q21	3	0
q21	1	0
q21	3	0
q21	1	0
q21	4	0
q21	3	0
q21	0	0
q21	2	0
q21	2	0
q21	4	0
q21	4	0
q21	0	0
q21	3	0
q21	3	0
q21	1	0
q21	0	0
q21	3	0
q21	2	0
q21	2	0
q21	3	0
q21	1	0
q21	0	0
q21	1	0
q21	4	0
q21	1	0
q21	4	0
q21	2	0
q21	2	0
q21	1	0
q21	2	0
q21	3	0
q21	0	0
q21	1	0
q21	3	0
q21	4	0
q21	4	0
q21	3	0
q21	1	0
q21	4	0
q21	0	0
q21	1	0
q21	1	0
q12	1	0
q12	1	0
q12	2	0
q12	4	0
q12	4	0
q12	1	0
q12	2	0
q12	2	0
q12	3	0
q12	3	0
q12	2	0
q12	3	0
q12	2	0
q12	2	0
q12	2	0
q12	2	0
q12	1	0
q12	0	0
q12	4	0
q12	4	0
q12	1	0
q12	0	0
q12	3	0
q12	3	0
q12	3	0
q12	3	0
q12	1	0
q12	4	0
q12	2	0
q12	3	0
q12	3	0
q12	2	0
q12	1	0
q12	1	0
q12	0	0
q12	3	0
q12	1	0
q12	3	0
q12	4	0
q12	3	0
q12	3	0
q12	3	0
q12	0	0
q12	4	0
q12	2	0
q12	4	0
q12	3	0
q12	3	0
q12	1	0
q12	2	0
q12	4	0
q12	4	0
q12	4	0
q12	4	0
q12	4	0
q12	3	0
q12	0	0
q12	1	0
q12	0	0
q12	2	0
q12	1	0
q12	2	0
q12	2	0
q12	2	0
q12	2	0
q12	4	0
q12	4	0
q12	2	0
q12	2	0
q12	0	0
q12	2	0
q12	4	0
q12	2	0
q12	4	0
q12	4	0
q12	0	0
q12	2	0
q12	0	0
q12	1	0
q12	4	0
q12	3	0
q12	1	0
q12	1	0
q12	3	0
q12	4	0
q12	4	0
q12	0	0
q12	4	0
q12	2	0
q12	3	0
q12	2	0
q12	4	0
q12	4	0
q12	2	0
q12	3	0
q12	2	0
q12	3	0
q12	0	0
q12	3	0
q12	0	0
q12	3	0
q12	0	0
q12	3	0
q12	0	0
q12	3	0
q12	3	0
q12	4	0
q12	1	0
q12	2	0
q12	0	0
q12	1	0
q12	1	0
q12	0	0
q12	1	0
q12	4	0
q12	1	0
q12	2	0
q12	0	0
q12	1	0
q12	3	0
q12	4	0
q12	4	0
q12	3	0
q12	0	0
q12	1	0
q12	0	0
q12	0	0
q12	4	0
q12	3	0
q12	2	0
q12	4	0
q12	3	0
q12	3	0
q12	4	0
q12	3	0
q12	3	0
q12	1	0
q12	0	0
q12	4	0
q12	0	0
q12	4	0
q12	1	0
q12	2	0
q12	2	0
q12	4	0
q12	0	0
q12	0	0
q12	2	0
q12	0	0
q14	3	0
q14	4	0
q14	2	0
q14	4	0
q14	2	0
q21	4	0
q21	3	0
q14	4	0
q14	3	0
q14	2	0
q14	4	0
q14	4	0
q14	4	0
q14	1	0
q12	3	0
q12	4	0
q12	3	0
q12	3	0
q12	0	0
q13	0	0
q13	0	0
q13	0	0
q13	4	0
q13	3	0
q13	2	0
q13	3	0
q13	1	0
q13	0	0
q13	0	0
q13	0	0
q13	3	300
q13	0	0
q13	4	0
q13	4	0
q13	1	0
q13	0	0
q13	2	0
q13	2	0
q13	0	300
q13	2	0
q13	1	300
q13	2	0
q14	3	0
q13	4	0
q13	1	0
q13	2	0
q14	0	0
q14	0	0
q17	1	0
q14	1	0
q14	4	0
q14	3	0
q13	0	0
q13	3	0
q13	0	300
q13	3	0
q13	1	0
q13	1	0
q13	0	300
q13	4	0
q13	1	0
q13	4	300
q13	2	300
q13	0	0
q13	0	300
q13	4	0
q13	4	0
q13	4	0
q13	1	0
q13	0	300
q13	2	0
q13	2	300
q17	4	0
q17	0	0
q19	2	300
q19	3	0
q19	3	300
q13	2	0
q19	1	300
q17	0	0
q19	2	300
q19	0	0
q19	4	300
q19	3	300
q19	1	0
q19	2	300
q19	0	0
q19	4	300
q19	4	300
q19	0	300
q20	0	0
q20	0	0
q26	4	0
q26	2	0
q26	1	0
q23	3	0
q20	0	0
q26	3	0
q26	3	0
q26	2	0
q26	1	0
q20	4	0
q20	3	0
q20	0	0
q26	3	0
q26	3	0
q26	2	0
q26	3	0
q26	1	0
q20	0	0
q26	4	0
q26	4	0
q26	4	0
q26	3	0
q26	2	0
q26	4	0
q26	4	0
q26	2	0
q26	1	0
q20	3	0
q20	2	0
q20	1	0
q20	2	0
q20	1	0
q13	2	0
q19	0	0
q20	0	0
q20	3	0
q20	2	0
q20	1	0
q20	1	0
q18	3	0
q13	2	0
q18	4	0
q18	4	0
q18	0	0
q20	0	0
q20	2	0
q20	3	0
q20	4	0
q20	0	0
q26	4	0
q26	2	0
q26	3	0
q26	4	0
q26	4	0
q26	1	0
q20	1	0
q20	3	0
q20	4	0
q20	4	0
q20	0	0
q20	0	0
q26	2	0
q26	1	0
q20	0	0
q26	4	0
q26	1	0
q20	0	0
q26	4	0
q26	4	0
q26	2	0
q26	1	0
q20	0	0
q26	3	0
q26	2	0
q26	2	0
q26	1	0
q23	3	0
q20	1	0
q20	3	0
q20	4	0
q20	2	0
q20	3	0
q20	3	0
q20	2	0
q20	1	0
q18	2	0
q19	0	300
q20	0	0
q20	0	0
q26	3	0
q26	1	0
q20	3	0
q20	1	0
q20	4	0
q20	0	0
q20	2	0
q20	2	0
q20	2	0
q23	2	0
q23	3	0
q23	2	0
q23	0	0
q26	4	0
q26	2	0
q26	2	0
q26	4	0
q26	1	0
q24	0	300
q26	1	0
q24	4	300
q24	1	300
q22	2	0
q25	2	0
q25	2	0
q25	4	0
q25	4	0
q25	3	0
q25	1	0
q25	4	0
q25	3	0
q25	2	0
q25	2	0
q25	0	0
q25	0	0
q25	3	0
q25	0	0
q27	2	300
q27	3	300
q27	2	300
q27	4	300
q27	1	300
q25	4	0
q25	4	0
q25	4	0
q25	1	0
q25	0	0
q25	1	0
q25	4	0
q25	4	0
q25	4	0
q25	0	0
q25	0	0
q27	4	300
q27	4	300
q27	3	300
q27	1	300
q25	4	0
q25	1	0
q25	3	0
q25	0	0
q25	2	0
q25	0	0
q27	1	300
q25	3	0
q25	3	0
q24	4	300
q24	2	300
q25	2	0
q25	3	0
q25	4	0
q25	2	0
q25	4	0
q25	2	0
q25	0	0
q27	3	300
q27	1	300
q25	0	0
q27	4	300
q27	1	300
q25	0	0
q27	1	300
q25	0	0
q27	3	300
q27	3	300
q26	2	0
q27	4	300
q27	2	300
q27	4	300
q27	4	300
q27	2	300
q27	3	300
q27	2	300
q27	3	300
q27	1	300
q25	2	0
q25	1	0
q25	4	0
q25	1	0
q25	1	0
q21	1	0
q21	0	0
q21	3	0
q21	1	0
q21	2	0
q21	1	0
q21	0	0
q21	1	0
q21	3	0
q21	2	0
q21	3	0
q21	0	0
q21	1	0
q21	1	0
q21	4	0
q21	0	0
q21	1	0
q21	1	0
q21	0	0
q21	0	0
q21	3	0
q21	2	0
q21	0	0
q21	0	0
q21	1	0
q21	0	0
q21	2	0
q21	0	0
q25	0	0
q25	3	0
q25	0	0
q25	0	0
q27	4	300
q27	2	300
q27	1	300
q25	4	0
q25	3	0
q25	0	0
q27	4	300
q27	1	300
q25	0	0
q27	2	300
q27	4	300
q27	4	300
q27	1	300
q25	1	0
q25	3	0
q25	2	0
q25	1	0
q25	4	0
q25	0	0
q25	0	0
q25	3	0
q25	0	0
q27	1	300
q25	1	0
q25	1	0
q25	4	0
q25	4	0
q25	2	0
q25	4	0
q25	4	0
q25	1	0
q21	1	0
q21	4	0
q21	0	0
q21	1	0
q21	0	0
q21	1	0
q21	4	0
q21	4	0
q21	1	0
q21	1	0
q21	3	0
q21	4	0
q21	0	0
q21	1	0
q21	2	0
q21	1	0
q21	3	0
q21	2	0
q21	3	0
q21	0	0
q21	1	0
q21	3	0
q21	1	0
q21	0	0
q21	2	0
q21	1	0
q21	3	0
q21	4	0
q21	4	0
q21	0	0
q21	1	0
q21	4	0
q21	3	0
q21	3	0
q21	2	0
q21	3	0
q21	4	0
q21	3	0
q21	2	0
q21	0	0
q21	4	0
q21	0	0
q21	3	0
q21	0	0
q21	3	0
q21	0	0
q21	1	0
q21	2	0
q21	2	0
q21	4	0
q21	3	0
q21	0	0
q21	0	0
q21	3	0
q21	1	0
q21	4	0
q21	4	0
q21	2	0
q21	0	0
q21	1	0
q21	1	0
q21	3	0
q21	0	0
q21	2	0
q21	2	0
q21	2	0
q21	3	0
q21	1	0
q21	2	0
q21	1	0
q21	1	0
q21	2	0
q21	4	0
q21	1	0
q21	3	0
q21	1	0
q21	3	0
q21	1	0
q21	3	0
q21	2	0
q21	3	0
q21	2	0
q21	1	0
q12	0	0
q21	3	0
q21	1	0
q21	2	0
q21	3	0
q21	2	0
q21	1	0
q12	0	0
q21	1	0
q12	4	0
q12	3	0
q12	0	0
q12	2	0
q12	4	0
q12	0	0
q21	3	0
q21	0	0
q21	3	0
q21	4	0
q21	4	0
q21	4	0
q21	2	0
q21	1	0
q21	2	0
q21	4	0
q21	4	0
q21	0	0
q21	1	0
q21	4	0
q21	4	0
q21	3	0
q21	2	0
q21	3	0
q21	4	0
q21	4	0
q21	0	0
q21	3	0
q21	1	0
q21	2	0
q21	0	0
q21	3	0
q21	4	0
q21	2	0
q21	4	0
q21	1	0
q21	1	0
q12	2	0
q12	3	0
q12	0	0
q21	0	0
q21	1	0
q21	2	0
q21	3	0
q21	1	0
q12	3	0
q12	3	0
q12	3	0
q12	2	0
q12	2	0
q12	3	0
q12	1	0
q12	1	0
q12	3	0
q12	3	0
q12	4	0
q12	0	0
q12	4	0
q12	1	0
q12	4	0
q12	3	0
q12	1	0
q12	3	0
q12	1	0
q12	4	0
q12	4	0
q12	1	0
q12	4	0
q12	4	0
q12	3	0
q12	4	0
q12	4	0
q12	0	0
q12	1	0
q12	1	0
q12	2	0
q12	3	0
q12	2	0
q12	1	0
q12	3	0
q12	2	0
q12	2	0
q12	4	0
q12	2	0
q12	4	0
q12	0	0
q12	2	0
q12	1	0
q12	2	0
q12	3	0
q12	3	0
q12	0	0
q12	2	0
q12	0	0
q12	4	0
q12	3	0
q12	4	0
q12	2	0
q12	2	0
q12	1	0
q12	4	0
q12	1	0
q12	3	0
q12	2	0
q12	0	0
q12	0	0
q12	2	0
q12	3	0
q12	1	0
q12	1	0
q12	4	0
q12	2	0
q12	4	0
q12	3	0
q12	0	0
q12	3	0
q12	1	0
q12	4	0
q12	2	0
q12	4	0
q12	2	0
q12	3	0
q12	2	0
q12	2	0
q12	3	0
q12	4	0
q12	4	0
q12	2	0
q12	3	0
q12	3	0
q12	0	0
q12	2	0
q12	0	0
q12	1	0
q12	2	0
q12	1	0
q12	2	0
q12	3	0
q12	4	0
q12	4	0
q12	4	0
q12	2	0
q12	2	0
q12	2	0
q12	4	0
q12	2	0
q12	4	0
q12	0	0
q12	0	0
q12	4	0
q12	1	0
q12	4	0
q12	4	0
q12	4	0
q12	2	0
q12	4	0
q12	3	0
q12	0	0
q12	3	0
q12	1	0
q12	0	0
q12	0	0
q12	0	0
q12	2	0
q12	1	0
q12	3	0
q12	1	0
q12	4	0
q12	4	0
q12	2	0
q12	3	0
q12	0	0
q12	2	0
q12	0	0
q12	3	0
q12	3	0
q12	1	0
q12	0	0
q12	0	0
q12	1	0
q12	3	0
q12	0	0
q12	1	0
q12	1	0
q12	1	0
q12	1	0
q12	4	0
q12	2	0
q12	3	0
q12	2	0
q12	0	0
q12	1	0
q12	3	0
q12	3	0
q12	3	0
q12	1	0
q12	0	0
q12	1	0
q12	2	0
q12	0	0
q12	4	0
q12	4	0
q12	3	0
q12	0	0
q12	3	0
q12	1	0
q12	4	0
q12	4	0
q12	4	0
q12	2	0
q12	0	0
q12	0	0
q12	2	0
q12	2	0
q12	3	0
q12	0	0
q12	1	0
q12	2	0
q12	4	0
q12	4	0
q12	3	0
q12	3	0
q12	3	0
q12	2	0
q12	4	0
q12	0	0
q12	0	0
q12	1	0
q12	0	0
q12	1	0
q12	4	0
q12	4	0
q12	1	0
q12	0	0
q12	1	0
q12	1	0
q12	3	0
q12	3	0
q12	0	0
q12	3	0
q12	3	0
q12	3	0
q12	2	0
q12	4	0
q12	2	0
q12	3	0
q12	0	0
q12	3	0
q12	1	0
q12	2	0
q12	4	0
q12	3	0
q12	1	0
q12	0	0
q12	1	0
q12	0	0
q12	0	0
q12	3	0
q12	2	0
q12	0	0
q12	1	0
q12	2	0
q12	4	0
q12	1	0
q12	4	0
q12	0	0
q12	3	0
q12	0	0
q12	2	0
q12	4	0
q12	2	0
q12	0	0
q12	0	0
q13	1	0
q12	3	0
q12	0	0
q12	3	0
q12	3	0
q12	1	0
q12	2	0
q12	3	0
q12	4	0
q12	3	0
q12	1	0
q12	0	0
q12	3	0
q12	3	0
q12	4	0
q12	1	0
q12	4	0
q12	4	0
q12	2	0
q12	3	0
q12	2	0
q12	2	0
q12	1	0
q12	2	0
q12	4	0
q12	4	0
q12	1	0
q12	2	0
q12	1	0
q12	0	0
q12	1	0
q12	4	0
q12	1	0
q12	0	0
q12	1	0
q12	2	0
q12	0	0
q12	2	0
q12	4	0
q12	2	0
q12	1	0
q12	3	0
q12	4	0
q12	3	0
q12	4	0
q12	4	0
q12	3	0
q12	0	0
q12	2	0
q12	4	0
q12	4	0
q12	3	0
q12	3	0
q12	4	0
q12	1	0
q12	2	0
q12	3	0
q12	1	0
q12	3	0
q12	4	0
q12	0	0
q12	2	0
q12	2	0
q12	0	0
q12	4	0
q12	0	0
q12	2	0
q12	3	0
q12	0	0
q12	1	0
q12	1	0
q12	1	0
q12	4	0
q12	2	0
q12	4	0
q12	3	0
q12	0	0
q12	3	0
q12	0	0
q12	2	0
q12	0	0
q12	3	0
q12	0	0
q12	0	0
q12	4	0
q12	2	0
q12	3	0
q12	3	0
q12	0	0
q12	0	0
q13	1	0
q12	4	0
q12	0	0
q13	3	0
q13	1	300
q12	1	0
q12	3	0
q12	1	0
q12	1	0
q12	1	0
q12	4	0
q12	4	0
q12	4	0
q12	2	0
q12	3	0
q12	4	0
q12	2	0
q12	4	0
q12	2	0
q12	0	0
q12	1	0
q12	1	0
q12	2	0
q12	2	0
q12	1	0
q12	4	0
q12	2	0
q12	0	0
q12	2	0
q12	3	0
q12	4	0
q12	0	0
q12	3	0
q12	0	0
q12	1	0
q12	2	0
q12	4	0
q12	3	0
q12	4	0
q12	4	0
q12	0	0
q12	2	0
q12	3	0
q12	1	0
q12	3	0
q12	1	0
q12	2	0
q12	1	0
q12	1	0
q12	4	0
q12	3	0
q12	0	0
q12	3	0
q12	2	0
q12	1	0
q12	3	0
q12	3	0
q12	3	0
q12	0	0
q12	4	0
q12	2	0
q12	3	0
q12	3	0
q1	2	0
q12	2	0
q12	1	0
q12	0	0
q12	4	0
q12	4	0
q12	2	0
q12	3	0
q12	2	0
q12	4	0
q12	4	0
q12	3	0
q12	1	0
q12	0	0
q12	2	0
q12	4	0
q12	4	0
q12	4	0
q12	0	0
q12	4	0
q12	0	0
q12	2	0
q12	1	0
q12	3	0
q12	2	0
q12	4	0
q12	0	0
q12	0	0
q12	0	0
q12	2	0
q12	4	0
q12	3	0
q12	3	0
q12	1	0
q12	1	0
q12	4	0
q12	0	0
q12	2	0
q12	0	0
q12	2	0
q12	0	0
q12	4	0
q12	2	0
q12	0	0
q12	4	0
q12	2	0
q12	0	0
q13	2	0
q14	4	0
q14	2	0
q14	2	0
q21	0	0
q21	2	0
q21	3	0
q21	4	0
q21	3	0
q14	0	0
q14	1	0
q14	1	0
q14	2	0
q21	2	0
q21	3	0
q21	1	0
q12	4	0
q12	2	0
q12	3	0
q12	3	0
q12	2	0
q12	4	0
q12	2	0
q12	3	0
q12	0	0
q21	0	0
q21	1	0
q21	1	0
q12	4	0
q12	3	0
q12	0	0
q14	1	0
q12	4	0
q12	1	0
q12	1	0
q12	1	0
q12	4	0
q12	1	0
q12	2	0
q12	0	0
q12	1	0
q12	4	0
q12	4	0
q12	4	0
q12	0	0
q12	2	0
q12	2	0
q12	4	0
q12	2	0
q12	1	0
q12	2	0
q12	0	0
q12	1	0
q12	1	0
q12	4	0
q12	0	0
q12	0	0
q12	4	0
q12	4	0
q12	0	0
q12	3	0
q12	3	0
q12	1	0
q12	4	0
q12	2	0
q12	4	0
q12	1	0
q12	4	0
q12	1	0
q12	2	0
q12	0	0
q12	2	0
q12	3	0
q12	3	0
q12	3	0
q12	3	0
q12	3	0
q12	4	0
q12	1	0
q12	0	0
q12	3	0
q12	4	0
q12	1	0
q12	2	0
q12	2	0
q12	4	0
q12	0	0
q12	0	0
q12	2	0
q12	2	0
q12	0	0
q12	1	0
q12	3	0
q12	2	0
q12	4	0
q12	3	0
q12	4	0
q12	3	0
q12	1	0
q12	1	0
q12	2	0
q12	0	0
q12	1	0
q12	1	0
q12	4	0
q12	0	0
q12	1	0
q12	1	0
q12	4	0
q12	2	0
q12	0	0
q12	1	0
q12	2	0
q12	4	0
q12	4	0
q12	0	0
q12	3	0
q12	0	0
q12	1	0
q12	1	0
q12	0	0
q12	2	0
q12	4	0
q12	3	0
q12	3	0
q12	0	0
q12	4	0
q12	0	0
q12	1	0
q12	2	0
q12	3	0
q12	1	0
q12	0	0
q12	1	0
q12	3	0
q12	3	0
q12	0	0
q12	2	0
q12	3	0
q12	4	0
q12	1	0
q12	2	0
q12	3	0
q12	0	0
q12	2	0
q12	1	0
q12	0	0
q12	0	0
q12	1	0
q12	2	0
q12	3	0
q12	0	0
q12	3	0
q12	3	0
q12	0	0
q12	0	0
q12	2	0
q12	0	0
q12	3	0
q12	2	0
q12	1	0
q12	3	0
q12	1	0
q12	4	0
q12	2	0
q12	1	0
q12	1	0
q12	0	0
q12	1	0
q12	2	0
q12	4	0
q12	1	0
q12	2	0
q12	4	0
q12	2	0
q12	4	0
q12	4	0
q12	4	0
q12	4	0
q12	3	0
q12	1	0
q12	3	0
q12	4	0
q12	2	0
q12	4	0
q12	4	0
q12	3	0
q12	4	0
q12	2	0
q12	3	0
q12	0	0
q12	1	0
q12	2	0
q12	3	0
q12	0	0
q12	4	0
q12	4	0
q12	1	0
q12	4	0
q12	2	0
q12	2	0
q12	2	0
q12	0	0
q12	4	0
q12	3	0
q12	3	0
q12	2	0
q12	3	0
q12	3	0
q12	3	0
q12	4	0
q12	1	0
q12	3	0
q12	2	0
q12	2	0
q12	0	0
q12	3	0
q12	4	0
q12	1	0
q12	4	0
q12	4	0
q12	3	0
q12	3	0
q12	0	0
q12	3	0
q12	1	0
q12	0	0
q12	3	0
q12	0	0
q12	2	0
q12	4	0
q12	0	0
q12	2	0
q12	0	0
q12	1	0
q12	4	0
q12	2	0
q12	4	0
q12	0	0
q12	2	0
q12	1	0
q12	2	0
q12	1	0
q12	0	0
q12	2	0
q12	4	0
q12	1	0
q12	2	0
q12	4	0
q12	1	0
q12	2	0
q12	4	0
q12	0	0
q12	0	0
q12	2	0
q12	2	0
q12	0	0
q12	4	0
q12	1	0
q12	3	0
q12	0	0
q12	3	0
q12	2	0
q12	2	0
q12	1	0
q12	4	0
q12	0	0
q12	4	0
q12	3	0
q12	2	0
q12	4	0
q12	3	0
q12	0	0
q12	4	0
q12	1	0
q12	4	0
q12	3	0
q12	2	0
q12	0	0
q12	1	0
q12	4	0
q12	1	0
q12	4	0
q12	2	0
q12	4	0
q12	0	0
q12	1	0
q12	0	0
q12	4	0
q12	3	0
q12	0	0
q12	2	0
q12	1	0
q12	1	0
q12	4	0
q12	4	0
q12	3	0
q12	0	0
q12	2	0
q12	1	0
q12	0	0
q12	3	0
q12	1	0
q12	2	0
q12	4	0
q12	4	0
q12	0	0
q12	4	0
q12	0	0
q12	1	0
q12	4	0
q12	4	0
q12	0	0
q12	0	0
q12	1	0
q12	3	0
q12	3	0
q12	0	0
q12	0	0
q12	2	0
q12	3	0
q12	1	0
q12	4	0
q12	1	0
q12	1	0
q12	2	0
q12	1	0
q12	4	0
q12	2	0
q12	1	0
q12	0	0
q12	1	0
q12	3	0
q12	2	0
q12	0	0
q12	3	0
q12	3	0
q12	3	0
q12	2	0
q12	0	0
q12	4	0
q12	2	0
q12	1	0
q12	4	0
q12	3	0
q12	2	0
q12	0	0
q12	0	0
q12	3	0
q12	2	0
q12	3	0
q12	3	0
q12	2	0
q12	3	0
q12	2	0
q12	1	0
q12	3	0
q12	1	0
q12	3	0
q12	2	0
q12	0	0
q12	3	0
q12	3	0
q12	1	0
q12	3	0
q12	3	0
q12	4	0
q12	4	0
q12	4	0
q12	1	0
q12	4	0
q12	2	0
q12	2	0
q12	2	0
q12	2	0
q12	0	0
q12	4	0
q12	3	0
q12	2	0
q12	2	0
q12	2	0
q12	2	0
q12	4	0
q12	4	0
q12	3	0
q12	2	0
q12	0	0
q12	4	0
q12	3	0
q12	2	0
q12	4	0
q12	1	0
q12	4	0
q12	3	0
q12	0	0
q12	0	0
q12	2	0
q12	4	0
q12	4	0
q12	4	0
q12	1	0
q12	4	0
q12	3	0
q12	0	0
q12	4	0
q12	0	0
q12	0	0
q12	3	0
q12	2	0
q12	4	0
q12	0	0
q21	3	0
q21	0	0
q21	0	0
q21	3	0
q21	2	0
q21	2	0
q21	2	0
q21	3	0
q21	0	0
q21	2	0
q21	1	0
q21	1	0
q21	3	0
q21	3	0
q21	1	0
q21	2	0
q21	2	0
q21	1	0
q12	1	0
q12	3	0
q12	4	0
q12	1	0
q12	0	0
q12	0	0
q12	4	0
q12	2	0
q12	0	0
q21	4	0
q21	0	0
q21	0	0
q21	3	0
q21	3	0
q21	3	0
q21	2	0
q21	3	0
q21	1	0
q21	1	0
q21	4	0
q21	3	0
q21	2	0
