@relation dTreeCont

@attribute x real
@attribute y real
@attribute r {0, 300}

@data

0,0,300
0,505,0
0,1013,0
0,1503,0
0,1503,0
0,1993,0
0,1993,0
512,1993,0
512,1495,0
1007,1495,0
1007,1495,0
1007,1495,0
1007,998,300
1007,1485,0
1007,990,300
1515,990,0
1515,1490,300
1515,1984,0
1028,1984,0
1028,2472,0
1028,1968,0
1513,1968,0
1513,1467,300
1006,1467,0
1006,1959,0
1504,1959,0
1009,1959,0
1009,1465,0
1009,1958,0
1499,1958,0
1499,1466,0
1990,1466,300
2480,1466,300
2480,1466,300
2480,1466,300
2480,1969,0
1973,1969,0
1973,1478,300
1973,1970,0
1973,1469,300
1973,1469,300
1973,1959,0
1471,1959,0
1471,1464,0
1471,1464,0
965,1464,0
965,1464,0
1463,1464,0
1463,1966,0
1463,2454,0
1943,2454,0
1465,2454,0
1465,2951,0
1465,3446,0
1465,2949,0
967,2949,0
967,2949,0
1473,2949,0
1971,2949,0
1971,2451,0
1971,2933,0
2468,2933,0
2468,3431,0
1968,3431,0
1968,3431,0
2465,3431,0
2465,3431,0
2465,2946,0
2465,2946,0
1971,2946,0
2467,2946,0
2965,2946,0
2465,2946,0
2465,2946,0
1971,2946,0
2471,2946,0
2471,3438,0
2471,2949,0
2471,2949,0
2471,2949,0
2471,2949,0
2471,3445,0
1972,3445,0
1476,3445,0
1476,3445,0
1476,2945,0
1476,3433,0
1476,3433,0
1476,3932,0
1476,3932,0
1476,4426,0
970,4426,0
970,4933,0
1476,4933,0
975,4933,0
975,5447,0
975,5957,0
476,5957,0
476,5957,0
476,5449,0
973,5449,0
469,5449,0
469,5449,0
469,4964,0
967,4964,0
967,5472,0
967,5472,0
967,5964,0
967,5964,0
967,6458,0
967,6958,0
468,6958,0
468,6462,0
468,6462,0
468,5962,0
468,5962,0
468,5962,0
468,5962,0
468,5451,0
468,4959,0
468,4463,0
468,3966,0
969,3966,0
1455,3966,0
1455,4457,0
961,4457,0
961,4457,0
474,4457,0
474,4457,0
474,4947,0
474,4947,0
474,4947,0
474,4947,0
