x	y	a	r
0	0	2	0
0	488	4	0
0	488	0	0
491	488	2	0
491	989	2	0
491	1482	0	0
976	1482	0	0
1476	1482	4	0
1476	1482	3	0
1476	979	3	0
1476	485	0	0
1964	485	0	0
2466	485	2	0
2466	982	3	0
2466	484	2	0
2466	980	0	0
2954	980	3	0
2954	483	2	0
2954	977	0	0
3451	977	4	0
3451	977	1	0
2946	977	0	0
3441	977	1	0
2947	977	2	0
2947	1459	4	0
2947	1459	0	0
3442	1459	4	0
3442	1459	1	0
2947	1459	0	0
3447	1459	1	0
2956	1459	0	0
3446	1459	1	0
2946	1459	4	0
2946	1459	4	0
2946	1459	4	0
2946	1459	3	0
2946	975	0	0
3439	975	0	0
3941	975	2	0
3941	1475	2	0
3941	1980	2	0
3941	2470	0	0
4446	2470	3	0
4446	1965	1	0
3956	1965	3	0
3956	1458	1	0
3469	1458	4	0
3469	1458	2	0
3469	1950	2	0
3469	2451	0	0
3966	2451	0	0
4467	2451	4	0
4467	2451	2	0
4467	2933	4	0
4467	2933	1	0
3966	2933	4	0
3966	2933	4	0
3966	2933	4	0
3966	2933	2	0
3966	3437	4	0
3966	3437	2	0
3966	3940	2	0
3966	4439	0	300
4464	4439	0	300
4953	4439	1	300
4457	4439	3	300
4457	3947	2	0
4457	4434	0	300
4951	4434	1	300
4451	4434	4	300
4451	4434	2	300
4451	4915	2	300
4451	5417	3	300
4451	4925	3	300
4451	4447	2	300
4451	4950	0	300
4950	4950	3	300
4950	4443	2	300
4950	4943	0	300
5449	4943	0	300
5946	4943	0	300
6448	4943	3	300
6448	4451	1	300
5951	4451	4	300
5951	4451	3	300
5951	3944	2	0
5951	4434	4	300
5951	4434	3	300
5951	3928	1	0
5453	3928	1	0
4966	3928	1	0
4461	3928	3	0
4461	3433	1	0
3956	3433	2	0
3956	3931	3	0
3956	3445	3	0
3956	2945	0	0
4453	2945	3	0
4453	2455	1	0
3947	2455	2	0
3947	2960	0	0
4431	2960	0	0
4924	2960	2	0
4924	3455	1	0
4423	3455	1	0
3924	3455	1	0
3419	3455	1	0
2926	3455	4	0
2926	3455	0	0
3410	3455	1	0
2922	3455	0	0
3435	3455	2	0
3435	3960	3	0
3435	3467	1	0
2930	3467	0	0
3429	3467	1	0
2927	3467	4	0
2927	3467	0	0
3427	3467	4	0
3427	3467	0	0
3923	3467	4	0
3923	3467	4	0
3923	3467	1	0
3415	3467	2	0
3415	3960	0	0
3907	3960	2	0
3907	4467	3	300
3907	3965	2	0
3907	4462	3	300
3907	3977	1	0
3407	3977	4	0
3407	3977	1	0
2926	3977	2	0
2926	4476	2	300
2926	4981	0	300
3407	4981	3	300
3407	4483	3	300
3407	3977	1	0
2906	3977	1	0
2416	3977	1	0
1919	3977	1	0
1424	3977	3	0
1424	3483	4	0
1424	3483	1	0
917	3483	4	0
917	3483	0	0
1399	3483	3	0
1399	2984	1	0
893	2984	3	0
893	2490	2	0
893	2991	2	0
893	3487	2	0
893	3974	0	0
1387	3974	4	0
1387	3974	2	0
1387	4474	2	300
1387	4965	2	300
1387	5475	1	300
883	5475	0	300
1381	5475	0	300
1873	5475	0	300
2371	5475	2	300
2371	5979	4	300
2371	5979	0	300
2868	5979	4	300
2868	5979	0	300
3371	5979	4	300
3371	5979	2	300
3371	6484	4	0
3371	6484	4	0
3371	6484	0	0
3878	6484	3	0
3878	5992	2	300
3878	6489	4	0
3878	6489	1	0
3389	6489	0	0
3887	6489	4	0
3887	6489	1	0
3382	6489	2	0
3382	6984	4	0
3382	6984	3	0
3382	6494	2	0
3382	6998	3	0
3382	6491	0	0
3881	6491	3	0
3881	6010	2	0
3881	6509	3	0
3881	6012	2	0
3881	6517	0	0
4371	6517	1	0
3874	6517	3	0
3874	6030	0	0
4368	6030	2	0
4368	6540	1	0
3881	6540	1	0
3375	6540	3	0
3375	6027	2	0
3375	6519	1	0
2878	6519	0	0
3381	6519	4	0
3381	6519	2	0
3381	7012	4	0
3381	7012	4	0
3381	7012	3	0
3381	6525	0	0
3866	6525	1	0
3372	6525	3	0
3372	6027	1	0
2890	6027	1	0
2397	6027	4	0
2397	6027	4	0
2397	6027	3	0
2397	5526	3	300
2397	5029	4	300
2397	5029	3	300
2397	4540	0	300
2896	4540	4	300
2896	4540	1	300
2406	4540	1	300
1921	4540	1	300
1430	4540	2	300
1430	5033	0	300
1936	5033	0	300
2438	5033	1	300
1958	5033	0	300
2460	5033	1	300
1955	5033	3	300
1955	4533	3	300
1955	4035	3	300
1955	3544	4	0
1955	3544	0	0
2449	3544	4	0
2449	3544	4	0
2449	3544	2	0
2449	4050	3	300
2449	3561	2	0
2449	4052	4	300
2449	4052	0	300
2957	4052	3	300
2957	3570	4	0
2957	3570	1	0
2469	3570	3	0
2469	3059	1	0
1972	3059	0	0
2464	3059	2	0
2464	3555	2	0
2464	4054	3	300
2464	3566	0	0
2953	3566	2	0
2953	4065	0	300
3442	4065	4	300
3442	4065	4	300
3442	4065	3	300
3442	3567	3	0
3442	3069	2	0
3442	3566	0	0
3946	3566	1	0
3447	3566	2	0
3447	4063	2	300
3447	4570	4	300
3447	4570	2	300
3447	5058	2	300
3447	5547	1	300
2956	5547	1	300
2461	5547	1	300
1970	5547	2	300
1970	6045	4	0
1970	6045	1	0
1483	6045	3	0
1483	5544	4	300
1483	5544	3	300
1483	5052	3	300
1483	4545	2	300
1483	5043	3	300
1483	4549	3	300
1483	4060	4	300
1483	4060	2	300
1483	4560	1	300
991	4560	4	300
991	4560	1	300
484	4560	1	300
2	4560	4	300
2	4560	4	300
2	4560	3	300
2	4058	2	300
2	4569	0	300
513	4569	2	300
513	5072	3	300
513	4578	2	300
513	5086	0	300
1018	5086	0	300
1522	5086	0	300
2009	5086	4	300
2009	5086	0	300
2507	5086	3	300
2507	4588	1	300
2016	4588	3	300
2016	4096	1	300
1517	4096	0	300
2010	4096	1	300
1513	4096	1	300
1015	4096	1	300
516	4096	0	300
999	4096	4	300
999	4096	3	300
999	3595	1	0
498	3595	3	0
498	3095	1	0
1	3095	2	0
1	3596	3	0
1	3103	0	0
506	3103	2	0
506	3598	0	0
1001	3598	1	0
493	3598	3	0
493	3103	3	0
493	2605	4	0
493	2605	3	0
493	2106	2	0
493	2611	4	0
493	2611	4	0
493	2611	4	0
493	2611	0	0
985	2611	1	0
479	2611	0	0
968	2611	1	0
472	2611	0	0
975	2611	1	0
476	2611	2	0
476	3105	3	0
476	2599	2	0
476	3083	2	0
476	3576	4	0
476	3576	3	0
476	3083	4	0
476	3083	0	0
976	3083	4	0
976	3083	3	0
976	2588	3	0
976	2086	3	0
976	1594	2	0
976	2088	3	0
976	1596	3	0
976	1106	1	0
481	1106	0	0
980	1106	0	0
1475	1106	4	0
1475	1106	2	0
1475	1606	3	0
1475	1101	1	0
984	1101	3	0
984	613	2	0
984	1102	4	0
984	1102	3	0
984	607	0	0
1497	607	2	0
1497	1099	3	0
1497	602	0	0
2012	602	4	0
2012	602	0	0
2496	602	3	0
2496	104	0	0
2995	104	4	0
2995	104	0	0
3486	104	4	0
3486	104	4	0
3486	104	4	0
3486	104	4	0
3486	104	4	0
3486	104	0	0
3988	104	1	0
3489	104	2	0
3489	604	4	0
3489	604	3	0
3489	106	4	0
3489	106	2	0
3489	610	3	0
3489	116	1	0
2997	116	4	0
2997	116	0	0
3493	116	0	0
3988	116	2	0
3988	620	1	0
3496	620	1	0
3009	620	2	0
3009	1108	2	0
3009	1590	1	0
2508	1590	1	0
2010	1590	0	0
2511	1590	0	0
3008	1590	0	0
3507	1590	0	0
4014	1590	1	0
3510	1590	2	0
3510	2091	3	0
3510	1604	0	0
4009	1604	4	0
4009	1604	2	0
4009	2113	4	0
4009	2113	0	0
4513	2113	2	0
4513	2613	4	0
4513	2613	1	0
4018	2613	4	0
4018	2613	3	0
4018	2131	3	0
4018	1636	0	0
4515	1636	4	0
4515	1636	2	0
4515	2143	1	0
4013	2143	1	0
3515	2143	0	0
4020	2143	4	0
4020	2143	4	0
4020	2143	1	0
3519	2143	4	0
3519	2143	3	0
3519	1651	0	0
4012	1651	4	0
4012	1651	3	0
4012	1157	1	0
3512	1157	0	0
4009	1157	1	0
3508	1157	3	0
3508	659	3	0
3508	147	0	0
4004	147	4	0
4004	147	1	0
3506	147	2	0
3506	650	2	0
3506	1138	3	0
3506	641	2	0
3506	1137	4	0
3506	1137	0	0
4004	1137	0	0
4514	1137	1	0
4016	1137	1	0
3530	1137	3	0
3530	628	4	0
3530	628	1	0
3044	628	1	0
2549	628	3	0
2549	120	4	0
2549	120	1	0
2054	120	2	0
2054	630	4	0
2054	630	1	0
1556	630	1	0
1065	630	4	0
1065	630	1	0
565	630	3	0
565	132	4	0
565	132	2	0
565	615	0	0
1056	615	2	0
1056	1108	4	0
1056	1108	3	0
1056	605	3	0
1056	103	2	0
1056	608	0	0
1552	608	2	0
1552	1115	2	0
1552	1618	4	0
1552	1618	2	0
1552	2117	3	0
1552	1620	2	0
1552	2108	4	0
1552	2108	3	0
1552	1599	3	0
1552	1105	1	0
1060	1105	4	0
1060	1105	4	0
1060	1105	1	0
561	1105	1	0
57	1105	3	0
57	614	2	0
57	1122	2	0
57	1607	0	0
555	1607	3	0
555	1123	4	0
555	1123	0	0
1051	1123	0	0
1545	1123	2	0
1545	1618	1	0
1049	1618	4	0
1049	1618	3	0
1049	1116	2	0
1049	1610	3	0
1049	1113	0	0
1549	1113	3	0
1549	602	4	0
1549	602	3	0
1549	105	2	0
1549	606	2	0
1549	1104	2	0
1549	1597	4	0
1549	1597	2	0
1549	2102	3	0
1549	1613	1	0
1054	1613	1	0
552	1613	0	0
1044	1613	4	0
1044	1613	3	0
1044	1116	0	0
1537	1116	2	0
1537	1616	1	0
1049	1616	1	0
551	1616	4	0
551	1616	4	0
551	1616	3	0
551	1129	4	0
551	1129	1	0
59	1129	0	0
546	1129	0	0
1039	1129	0	0
1530	1129	2	0
1530	1634	2	0
1530	2124	3	0
1530	1632	4	0
1530	1632	3	0
1530	1140	0	0
2035	1140	4	0
2035	1140	4	0
2035	1140	3	0
2035	646	1	0
1547	646	0	0
2040	646	3	0
2040	153	4	0
2040	153	0	0
2547	153	4	0
2547	153	1	0
2052	153	4	0
2052	153	4	0
2052	153	4	0
2052	153	2	0
2052	647	0	0
2546	647	3	0
2546	148	4	0
2546	148	0	0
3045	148	0	0
3537	148	4	0
3537	148	0	0
4030	148	4	0
4030	148	1	0
3523	148	1	0
3022	148	1	0
2538	148	1	0
2031	148	4	0
2031	148	0	0
2532	148	1	0
2036	148	2	0
2036	637	3	0
2036	130	1	0
1535	130	4	0
1535	130	4	0
1535	130	4	0
1535	130	4	0
1535	130	1	0
1044	130	0	0
1539	130	2	0
1539	626	2	0
1539	1137	0	0
2039	1137	2	0
2039	1633	2	0
2039	2133	1	0
1553	2133	2	0
1553	2631	4	0
1553	2631	2	0
1553	3118	1	0
1065	3118	4	0
1065	3118	0	0
1558	3118	0	0
2071	3118	0	0
2577	3118	0	0
3074	3118	1	0
2578	3118	2	0
2578	3619	4	0
2578	3619	1	0
