x	y	a	r
0	0	4	0
0	0	2	0
0	489	2	0
0	991	4	0
0	991	2	0
0	1496	0	0
495	1496	2	0
495	1995	2	0
495	2492	0	0
983	2492	2	0
983	2994	2	0
983	3498	1	0
491	3498	0	0
1003	3498	2	0
1003	3985	0	0
1501	3985	3	0
1501	3472	1	0
1012	3472	2	0
1012	3961	1	0
525	3961	1	0
38	3961	2	0
38	4456	0	300
535	4456	0	0
1026	4456	0	0
1527	4456	1	0
1028	4456	2	0
1028	4948	0	0
1518	4948	1	0
1025	4948	4	0
1025	4948	1	0
525	4948	2	0
525	5446	4	0
525	5446	1	0
39	5446	0	-300
535	5446	0	0
1034	5446	4	0
1034	5446	4	0
1034	5446	4	0
1034	5446	1	0
531	5446	2	0
531	5933	4	0
531	5933	0	0
1036	5933	3	0
1036	5442	4	0
1036	5442	2	0
1036	5948	0	0
1541	5948	4	0
1541	5948	4	0
1541	5948	3	0
1541	5451	4	0
1541	5451	0	0
2036	5451	0	0
2537	5451	1	0
2039	5451	3	0
2039	4946	1	0
1539	4946	3	0
1539	4441	0	0
2028	4441	2	0
2028	4940	1	0
1529	4940	4	0
1529	4940	3	0
1529	4446	2	0
1529	4947	1	0
1042	4947	2	0
1042	5436	1	0
543	5436	4	0
543	5436	2	0
543	5927	0	0
1046	5927	4	0
1046	5927	3	0
1046	5424	4	0
1046	5424	4	0
1046	5424	2	0
1046	5926	4	0
1046	5926	4	0
1046	5926	3	0
1046	5430	4	0
1046	5430	1	0
554	5430	0	0
1052	5430	4	0
1052	5430	2	0
1052	5930	0	0
1551	5930	3	0
1551	5425	0	0
2060	5425	0	0
2545	5425	0	0
3042	5425	3	300
3042	4926	2	0
3042	5428	2	300
3042	5926	0	0
3535	5926	1	0
3037	5926	2	0
3037	6427	0	0
3525	6427	4	0
3525	6427	0	0
4020	6427	0	-300
4530	6427	0	0
5034	6427	2	0
5034	6920	3	0
5034	6424	1	0
4524	6424	3	0
4524	5931	3	0
4524	5427	2	0
4524	5921	3	0
4524	5426	4	0
4524	5426	0	0
5018	5426	3	0
5018	4919	1	0
4525	4919	2	-300
4525	5415	2	0
4525	5921	3	0
4525	5426	3	0
4525	4941	1	-300
4036	4941	3	-300
4036	4445	0	-300
4535	4445	0	0
5021	4445	2	0
5021	4936	0	0
5518	4936	1	0
5021	4936	2	0
5021	5431	3	0
5021	4923	3	0
5021	4432	4	0
5021	4432	2	0
5021	4930	4	0
5021	4930	4	0
5021	4930	1	0
4507	4930	4	-300
4507	4930	1	-300
3998	4930	4	0
3998	4930	3	0
3998	4434	4	0
3998	4434	3	0
3998	3948	3	0
3998	3456	2	0
3998	3952	3	0
3998	3454	1	0
3492	3454	1	-300
2991	3454	4	0
2991	3454	2	0
2991	3947	3	0
2991	3453	3	0
2991	2949	1	300
2496	2949	2	0
2496	3444	2	0
2496	3938	4	0
2496	3938	2	0
2496	4435	1	0
2001	4435	3	0
2001	3942	0	0
2513	3942	4	0
2513	3942	0	0
3005	3942	3	-300
3005	3447	1	-300
2510	3447	0	0
3001	3447	0	-300
3497	3447	3	-300
3497	2946	4	0
3497	2946	4	0
3497	2946	4	0
3497	2946	2	0
3497	3448	1	-300
2991	3448	3	0
2991	2946	1	300
2490	2946	3	0
2490	2444	4	0
2490	2444	2	0
2490	2933	1	0
1998	2933	0	0
2485	2933	1	0
1986	2933	0	0
2473	2933	0	0
2972	2933	4	300
2972	2933	3	300
2972	2432	4	300
2972	2432	0	300
3476	2432	0	0
3969	2432	4	0
3969	2432	4	0
3969	2432	0	0
4456	2432	3	0
4456	1938	0	0
4944	1938	0	0
5441	1938	0	0
5944	1938	4	0
5944	1938	3	0
5944	1446	0	0
6444	1446	1	0
5947	1446	0	0
6439	1446	4	0
6439	1446	4	0
6439	1446	1	0
5937	1446	2	0
5937	1935	0	0
6425	1935	1	0
5925	1935	4	0
5925	1935	1	0
5429	1935	2	0
5429	2433	2	-300
5429	2929	3	0
5429	2431	2	-300
5429	2918	1	0
4941	2918	3	0
4941	2414	3	0
4941	1899	4	0
4941	1899	0	0
5436	1899	4	0
5436	1899	1	0
4940	1899	1	0
4442	1899	3	0
4442	1411	3	0
4442	907	1	0
3950	907	4	0
3950	907	0	0
4455	907	4	0
4455	907	1	0
3953	907	1	0
3463	907	1	0
2970	907	1	0
2478	907	0	0
2969	907	2	0
2969	1407	3	0
2969	920	0	0
3466	920	3	0
3466	420	1	0
2970	420	2	300
2970	917	2	0
2970	1412	1	0
2473	1412	2	-300
2473	1919	2	-300
2473	2418	0	0
2974	2418	3	300
2974	1928	2	300
2974	2430	0	300
3467	2430	2	0
3467	2919	1	0
2977	2919	0	300
3472	2919	1	0
2976	2919	1	300
2485	2919	2	0
2485	3427	1	0
1998	3427	2	0
1998	3917	0	0
2492	3917	3	0
2492	3412	1	0
1992	3412	3	0
1992	2922	2	0
1992	3421	1	0
1503	3421	0	0
2005	3421	1	0
1510	3421	2	0
1510	3912	3	0
1510	3419	1	0
1002	3419	1	0
504	3419	4	0
504	3419	2	0
504	3919	2	0
504	4407	3	0
504	3903	3	0
504	3408	2	0
504	3899	2	0
504	4400	0	0
1003	4400	2	0
1003	4887	0	0
1509	4887	0	0
2005	4887	2	0
2005	5381	4	0
2005	5381	3	0
2005	4890	0	0
2503	4890	2	0
2503	5390	1	0
2016	5390	1	0
1505	5390	4	0
1505	5390	0	0
1983	5390	0	0
2478	5390	2	0
2478	5889	2	0
2478	6388	4	0
2478	6388	2	0
2478	6892	0	0
2984	6892	2	0
2984	7398	2	0
2984	7881	2	0
2984	8382	3	0
2984	7872	0	0
3478	7872	2	0
3478	8373	2	0
3478	8870	1	0
2975	8870	4	0
2975	8870	2	0
2975	9376	2	0
2975	9872	0	0
3474	9872	2	0
3474	10359	2	0
3474	10842	1	0
2982	10842	4	0
2982	10842	1	0
2472	10842	3	0
2472	10344	3	0
2472	9852	1	0
1973	9852	1	0
1473	9852	1	0
986	9852	1	0
475	9852	3	0
475	9368	2	0
475	9869	0	0
984	9869	0	0
1481	9869	2	0
1481	10364	1	0
996	10364	3	0
996	9868	1	0
500	9868	0	0
992	9868	2	0
992	10363	4	0
992	10363	1	0
486	10363	0	0
985	10363	3	0
985	9860	3	0
985	9366	3	0
985	8869	0	0
1464	8869	4	0
1464	8869	2	0
1464	9359	2	0
1464	9855	3	0
1464	9370	4	0
1464	9370	4	0
1464	9370	4	0
1464	9370	2	0
1464	9857	4	0
1464	9857	0	0
1975	9857	4	0
1975	9857	2	0
1975	10350	1	0
1478	10350	4	0
1478	10350	3	0
1478	9857	2	0
1478	10359	3	0
1478	9863	1	0
986	9863	4	0
986	9863	4	0
986	9863	2	0
986	10343	3	0
