x	7943
x	952
x	7998
x	8998
x	485
x	5990
x	5326
x	7993
x	9488
x	4500
x	5495
x	5946
x	8943
x	499
x	9500
x	1507
x	1453
x	4504
x	4491
x	754
x	1723
x	1955
x	1495
x	2502
x	2511
x	3499
x	3500
x	4377
y	456
y	6009
y	3762
y	3839
y	5572
y	7999
y	8000
y	2874
y	8498
y	8501
y	3487
y	3423
y	7077
y	786
y	2986
y	1053
y	1065
y	791
y	1492
y	1500
y	2002
y	2769
y	2484
