4.0,2997.7733958533418
3.0,2696.1456460943264
3.0,2428.218429690326
1.0,2303.54738133755
1.0,1990.5811691310241
1.0,2155.742941870118
1.0,1845.8713991086574
2.0,2182.724916414001
2.0,2422.7096331371936
2.0,2693.267003116418
4.0,2997.570481184203
3.0,2694.6209282741947
3.0,2424.9980670297846
3.0,2180.296742247308
3.0,1962.6275620425236
1.0,2031.5128860037946
2.0,2122.960746983045
2.0,2696.242520702315
4.0,2997.6216235582183
3.0,2697.6216235582183
1.0,2697.7733958533418
1.0,2426.425723743374
1.0,2185.383232560644
0.0,2184.221634029696
0.0,2428.2270201799165
3.0,2183.335858989996
0.0,1962.7329045734025
1.0,1964.5297321225876
1.0,2180.4419198679957
1.0,2423.817496578771
1.0,2697.570481184203
1.0,2424.9980670297846
1.0,2182.4333817700963
1.0,1962.2943194565298
1.0,1766.4839006950867
0.0,1662.643589814536
2.0,2182.911694649657
1.0,2426.515110739278
1.0,2697.6216235582183
1.0,2427.7044225143277
0.0,2428.0706350422133
0.0,2183.964133078512
2.0,2184.221634029696
0.0,2426.9164637662607
0.0,2698.1449214031263
3.0,2425.9405549929443
0.0,2180.7544596334424
0.0,1964.7225102670554
0.0,1966.9849984385185
1.0,2181.378847729022
0.0,2127.867720373081
0.0,2182.6237964223124
0.0,1964.4017295796216
0.0,1766.3598619578136
2.0,1960.9879340505283
2.0,2180.6806040729966
2.0,2425.240287934646
2.0,2695.9840624873536
4.0,2997.363165343257
3.0,2697.3631653432567
0.0,2697.9838118099306
0.0,2426.6361396999605
2.0,2426.9164637662607
2.0,2696.6565037852715
4.0,2998.1449214031263
3.0,2695.6036600966163
3.0,2423.068780821387
3.0,2182.9392543085255
0.0,2185.4404319214614
0.0,2124.0279125353645
0.0,2697.780897140799
0.0,2425.208482986378
0.0,2182.6437977266896
0.0,1962.504735413123
2.0,1961.5649429601654
2.0,2181.2935039465283
2.0,2425.8931446347906
0.0,2698.093040016055
1.0,2697.363165343257
3.0,2427.497044966469
4.0,2997.9838118099306
3.0,2696.356062050914
3.0,2428.4288456469126
2.0,2426.935142940508
