@relation dTreeCont

@attribute x real
@attribute y real
@attribute r {0, 300}

@data
2810,1930,300
2810,1930,300
3315,1930,300
3315,2435,0
3315,1925,300
3315,1429,0
3814,1429,0
3814,924,0
3311,924,0
3792,924,0
3792,924,0
3792,924,0
4278,924,0
4278,1420,0
4781,1420,0
4781,1420,0
4781,926,0
4281,926,0
4281,440,0
4281,440,0
4281,440,0
4281,440,0
4281,936,0
3789,936,0
3296,936,0
3296,936,0
2796,936,0
2796,441,0
3294,441,0
2791,441,0
2791,941,0
2298,941,0
2298,941,0
2298,1443,300
2790,1443,0
2790,1947,300
2790,1464,0
2790,1966,300
2790,1465,0
3292,1465,0
3292,1952,300
3292,2441,0
3796,2441,300
3302,2441,0
3302,1947,300
3302,2445,0
2807,2445,0
2807,1937,300
2332,1937,0
2332,2429,0
2332,2932,0
2832,2932,0
2832,3426,0
3328,3426,0
2845,3426,0
3333,3426,0
2840,3426,0
2840,2925,0
2840,2429,0
2840,1933,300
2840,1933,300
2840,1433,0
2840,1433,0
2840,1923,300
3349,1923,300
3349,2424,0
3843,2424,300
3843,1910,0
3843,2400,300
3343,2400,0
2831,2400,0
2330,2400,0
1843,2400,0
1843,2400,0
2333,2400,0
1839,2400,0
1839,2895,0
1839,3388,0
1334,3388,0
839,3388,0
839,2885,0
331,2885,0
836,2885,0
836,2397,0
836,2397,0
836,2888,0
836,2393,0
1330,2393,0
1825,2393,0
1825,2888,0
1825,3386,0
2315,3386,0
2801,3386,0
2801,3386,0
3290,3386,0
2789,3386,0
2303,3386,0
2303,2896,0
2303,2400,0
2303,2400,0
1800,2400,0
1800,1888,0
2288,1888,0
2288,2393,0
2781,2393,0
3282,2393,0
2785,2393,0
2279,2393,0
2279,2890,0
1793,2890,0
2296,2890,0
1806,2890,0
1806,2395,0
1307,2395,0
1307,1901,0
1802,1901,0
1802,1901,0
1802,1901,0
1309,1901,0
1309,2386,0
1813,2386,0
2322,2386,0
2322,2870,0
2322,3373,0
2322,3373,0
1823,3373,0
1343,3373,0
842,3373,0
344,3373,0
839,3373,0
839,3875,0
839,4368,0
839,4368,0
355,4368,0
355,3871,0
355,3871,0
355,3871,0
355,3380,0
355,2878,0
857,2878,0
857,3380,0
363,3380,0
363,2877,0
363,3364,0
363,2876,0
363,2364,0
363,2868,0
363,3367,0
363,3866,0
363,4362,0
363,4362,0
363,3871,0
851,3871,0
851,3871,0
1346,3871,0
1346,3370,0
1346,3871,0
1850,3871,0
1850,4367,0
1850,4857,0
2343,4857,0
2343,4857,0
1838,4857,0
2343,4857,0
1845,4857,0
1845,4365,0
2341,4365,0
2341,4855,0
2341,5368,0
2341,5368,0
1861,5368,0
1368,5368,0
1368,5368,0
1368,5880,0
1368,5880,0
1368,5880,0
1368,6366,0
1368,6867,0
1368,6367,0
1871,6367,0
1383,6367,0
1877,6367,0
1375,6367,0
1375,6367,0
1867,6367,0
1867,6367,0
1371,6367,0
1861,6367,0
1861,6367,0
2346,6367,0
2346,6868,0
2346,6371,0
2346,6371,0
2346,6371,0
2346,6867,0
2346,6867,0
1842,6867,0
1842,7360,0
1842,6864,0
1842,6864,0
1842,7367,0
1842,7866,0
1842,7361,0
1842,7848,0
2350,7848,0
2849,7848,0
2359,7848,0
1870,7848,0
2358,7848,0
1860,7848,0
1860,7355,0
1860,6852,0
1860,6852,0
1367,6852,0
873,6852,0
873,6852,0
