Q	a	r
q16	2	0
q16	3	0
q16	0	0
q33	3	0
q27	2	0
q33	3	0
q27	1	0
q16	3	0
q16	1	0
q16	0	0
q16	0	0
q19	0	0
q24	2	300
q27	0	0
q28	2	300
q33	3	0
q28	1	300
q27	0	0
q28	2	300
q33	4	0
q33	1	0
q33	4	0
q33	3	0
q27	3	0
q24	1	300
q23	2	0
q27	1	0
q16	3	0
q16	4	0
q16	3	0
q16	0	0
q20	4	300
q20	1	300
q16	0	0
q20	3	300
q13	4	0
q13	1	0
q12	4	300
q12	4	300
q12	2	300
q16	2	0
q16	4	0
q16	3	0
q16	4	0
q16	1	0
q16	4	0
q16	2	0
q16	4	0
q16	2	0
q16	3	0
q16	4	0
q16	2	0
q16	3	0
q16	1	0
q16	4	0
q16	1	0
q16	1	0
q16	0	0
q16	0	0
q16	0	0
q16	2	0
q16	2	0
q16	4	0
q16	4	0
q16	4	0
q16	1	0
q16	2	0
q16	0	0
q16	1	0
q16	1	0
q16	0	0
q16	2	0
q16	1	0
q16	1	0
q16	3	0
q16	3	0
q16	1	0
q16	4	0
q16	0	0
q16	0	0
q16	4	0
q16	2	0
q16	3	0
q16	3	0
q16	1	0
q16	4	0
q16	4	0
q16	3	0
q16	1	0
q16	1	0
q16	4	0
q16	0	0
q16	2	0
q16	4	0
q16	3	0
q16	4	0
q16	3	0
q16	0	0
q16	2	0
q16	2	0
q16	3	0
q16	3	0
q16	1	0
q16	4	0
q16	2	0
q16	1	0
q16	4	0
q16	3	0
q16	0	0
q16	1	0
q16	0	0
q16	4	0
q16	0	0
q16	3	0
q14	0	0
q14	2	0
q16	4	0
q16	2	0
q16	2	0
q16	3	0
q16	4	0
q16	2	0
q16	0	0
q16	2	0
q16	3	0
q16	3	0
q16	4	0
q16	0	0
q16	1	0
q16	3	0
q16	2	0
q16	1	0
q16	0	0
q16	0	0
q16	1	0
q16	4	0
q16	0	0
q16	2	0
q16	1	0
q16	1	0
q16	1	0
q16	0	0
q16	1	0
q16	3	0
q16	2	0
q16	0	0
q16	2	0
q16	3	0
q16	0	0
q16	1	0
q16	0	0
q16	0	0
q16	3	0
q16	1	0
q16	4	0
q16	4	0
q16	4	0
q16	3	0
q16	2	0
q16	4	0
q16	2	0
q16	3	0
q16	0	0
q16	0	0
q16	3	0
q16	2	0
q16	4	0
q16	2	0
q16	0	0
q19	3	0
q19	1	0
q16	2	0
q16	4	0
q16	1	0
q16	2	0
q16	4	0
q16	0	0
q16	0	0
q33	0	0
q33	0	0
q33	1	0
q33	3	0
q27	2	0
q33	0	0
q33	4	0
q33	1	0
q33	1	0
q33	3	0
q19	2	0
q33	2	0
q33	0	0
q33	0	0
q33	0	0
q33	0	0
q34	2	0
q34	0	0
q34	1	0
q34	2	0
q34	4	0
q34	3	0
q34	2	0
q34	4	0
q34	2	0
q34	3	0
q34	1	0
q33	1	0
q33	0	0
q33	0	0
q34	4	0
q34	0	0
q34	1	0
q34	1	0
q33	0	0
q34	0	0
q34	1	0
q34	2	0
q34	2	0
q37	0	0
q37	0	0
q37	1	0
q37	0	0
q37	0	0
q37	1	0
q37	3	0
q34	2	0
q37	1	0
q37	3	0
q34	1	0
q34	2	0
q37	3	0
q34	1	0
q33	4	0
q33	0	0
q34	3	0
q34	4	0
q34	3	0
q34	2	0
q34	2	0
q34	0	0
q34	3	0
q34	0	0
q34	3	0
q34	4	300
q34	1	300
q34	1	0
q34	2	0
q34	4	0
q34	3	0
q34	0	0
q34	3	0
q34	1	300
q34	4	0
q34	3	0
q34	3	300
q30	4	0
q30	4	0
q30	4	0
q30	1	0
q28	1	300
q28	1	300
q27	0	0
q28	4	300
q28	3	300
q25	4	0
q25	3	0
q25	3	0
q17	1	0
q17	0	0
q17	4	0
q17	0	0
q17	1	0
q17	0	0
q17	3	0
q13	0	0
q13	1	0
q13	4	0
q13	1	0
q13	1	0
q13	2	0
q17	0	0
q17	2	0
q25	0	0
q25	0	0
q30	2	0
q30	3	0
q30	1	0
q25	0	0
q30	4	0
q30	3	0
q13	4	0
q13	1	0
q13	2	0
q25	3	0
q13	2	0
q25	1	0
q25	2	0
q25	4	0
q25	2	0
q28	4	300
q28	1	300
q27	2	0
q33	1	0
q33	3	0
q27	1	0
q16	4	0
q16	4	0
q16	3	0
q16	3	0
q16	4	0
q16	2	0
q16	1	0
q16	4	0
q16	0	0
q16	1	0
q16	2	0
q16	0	0
q16	3	0
q16	3	0
q16	3	0
q12	2	300
q16	4	0
q16	1	0
q16	2	0
q16	0	0
q16	3	0
q16	4	0
q16	1	0
q16	2	0
q16	4	0
q16	2	0
q16	3	0
q16	2	0
q16	0	0
q16	4	0
q16	1	0
q16	3	0
q16	4	0
q16	1	0
q16	3	0
q16	4	0
q16	4	0
q16	3	0
q7	3	0
q6	4	300
q6	0	300
q10	1	0
q6	4	300
q6	4	300
q6	0	300
q10	4	0
q10	1	0
q6	2	300
q7	3	0
q6	2	300
q7	4	0
q7	3	0
q6	4	300
q6	4	300
q6	1	300
q6	1	300
q5	0	0
q6	0	300
q6	4	300
q6	4	300
q6	0	300
q10	4	0
q10	4	0
q10	2	0
q12	1	300
q7	0	0
q12	4	300
q12	1	300
q11	2	0
q16	1	0
q16	0	0
q16	3	0
q7	3	0
q6	2	300
q7	1	0
q7	1	0
q7	4	0
q7	0	0
q7	0	0
q11	2	0
q16	4	0
q16	1	0
q16	0	0
q16	0	0
q16	2	0
q16	4	0
q16	0	0
q16	4	0
q16	4	0
q16	2	0
q16	2	0
q16	2	0
q16	2	0
q16	4	0
q16	4	0
q16	1	0
q16	3	0
q16	4	0
q16	3	0
q16	3	0
q16	4	0
q16	2	0
q16	0	0
q16	2	0
q16	0	0
q33	0	0
q33	4	0
q33	4	0
q33	0	0
q33	4	0
q33	0	0
q33	0	0
q34	0	0
q34	0	300
q34	1	0
q34	3	300
q32	3	0
q32	1	0
q30	4	0
q30	2	0
q31	0	300
q32	3	0
q32	2	0
q32	2	0
q34	2	300
q34	2	0
q34	0	0
q34	0	0
q34	2	300
q34	1	0
q34	0	0
q34	0	0
q34	0	300
q38	2	0
q41	3	300
q38	0	0
q38	4	0
q38	0	0
q38	2	0
q38	3	0
q38	0	0
q38	1	0
q38	2	0
q38	0	0
q38	1	0
q38	3	0
q38	3	0
q38	3	0
q38	1	0
q38	1	0
q38	0	0
q38	3	0
q38	4	0
q38	2	0
q38	3	0
q38	3	0
q38	2	0
q38	3	0
q38	0	0
q38	3	0
q38	2	0
q38	3	0
q38	4	0
q38	4	0
q38	2	0
q38	1	0
q38	4	0
q38	0	0
q38	3	0
q38	0	0
q38	2	0
q38	3	0
q38	1	0
q38	3	0
q38	4	0
q38	2	0
q38	3	0
q38	2	0
q38	1	0
q38	0	0
q38	1	0
q38	1	0
q38	4	0
q38	4	0
q38	1	0
q32	1	0
q32	2	0
q34	2	0
q34	1	0
q34	4	0
q34	3	0
q34	3	0
q32	3	0
q32	2	0
q32	0	0
q32	4	0
q32	1	0
q32	2	0
q34	4	0
q34	4	0
q34	0	0
q34	1	0
q34	0	0
q34	1	0
q34	1	0
q34	1	0
q34	4	300
q34	0	300
q34	4	0
q34	4	0
q34	0	0
q34	2	0
q34	1	0
q34	3	300
q34	3	0
q32	3	0
q32	3	0
q32	3	0
q17	4	0
q17	2	0
q32	4	0
q32	0	0
q32	4	0
q32	2	0
q32	1	0
q32	1	0
q30	4	0
q30	2	0
q30	4	0
q30	2	0
q34	2	300
q34	4	0
q34	2	0
q34	2	0
q34	2	0
q35	3	0
q34	0	0
q34	0	0
q34	4	0
q34	2	0
q35	2	0
q37	0	0
q37	3	0
q37	2	0
q37	1	0
q37	0	0
q37	2	0
q37	0	0
q37	0	0
q39	1	300
q37	2	0
q37	0	0
q40	4	0
q40	3	0
q39	1	300
q37	2	0
q37	0	0
q41	2	0
q41	2	0
q41	0	0
q41	0	0
q41	0	300
q41	4	0
q41	1	0
q41	3	300
q41	1	0
q41	2	300
q41	3	0
q41	0	300
q41	2	0
q41	0	300
q41	3	0
q41	3	0
q41	1	0
q41	3	0
q41	3	0
q41	2	0
q41	2	0
q41	3	0
q41	0	0
q41	4	0
q41	3	0
q41	1	0
q41	4	0
q41	4	0
q41	2	0
q41	4	0
q41	3	0
q41	2	0
q41	2	0
q41	1	0
q41	1	300
q40	3	0
q39	1	300
q37	0	0
q39	3	300
q39	2	300
q39	4	300
q39	3	300
q39	2	300
q39	3	300
q39	3	300
q38	4	0
q38	3	0
q38	2	0
q38	0	0
q38	2	0
q41	4	0
q41	3	0
q38	2	0
q41	3	0
q38	2	0
q41	4	0
q41	4	0
q41	4	0
q41	2	0
q41	2	0
q41	3	300
q41	3	0
q41	1	0
q39	4	300
q39	1	300
q37	1	0
q37	3	0
q37	4	0
q37	1	0
q37	2	0
q37	0	0
q37	1	0
q37	0	0
q37	2	0
q37	0	0
q37	2	0
q37	4	0
q37	1	0
q37	4	0
q37	1	0
q37	3	0
q37	0	0
q37	3	0
q37	2	0
q37	4	0
q37	0	0
q37	0	0
q39	1	300
q37	4	0
q37	2	0
q37	1	0
q37	2	0
q37	4	0
q37	4	0
q37	2	0
q37	2	0
q37	4	0
q37	1	0
q37	3	0
q37	2	0
q37	0	0
q37	2	0
q37	4	0
q37	4	0
q37	1	0
q37	3	0
q37	1	0
q37	3	0
q37	2	0
q37	1	0
q37	2	0
q37	1	0
q37	4	0
q37	4	0
q37	3	0
q37	0	0
q37	2	0
q37	4	0
q37	1	0
q37	2	0
q37	4	0
q37	0	0
q37	0	0
q37	4	0
q37	1	0
q37	4	0
q37	0	0
q37	0	0
q37	4	0
q37	1	0
q37	3	0
q37	1	0
q37	1	0
q37	3	0
q37	0	0
q37	2	0
q37	2	0
q37	4	0
q37	1	0
q37	0	0
q37	1	0
q37	3	0
q37	2	0
q37	4	0
q37	0	0
q37	4	0
q37	1	0
q37	4	0
q37	1	0
q37	0	0
q37	3	0
q37	0	0
q37	1	0
q37	0	0
q37	3	0
q37	2	0
q37	0	0
q37	2	0
q37	1	0
q37	4	0
q37	4	0
q37	3	0
q37	4	0
q37	3	0
q37	0	0
q37	3	0
q37	4	0
q37	2	0
q37	2	0
q37	4	0
q37	4	0
q37	4	0
q37	4	0
q37	4	0
q37	0	0
q37	4	0
q37	4	0
q37	3	0
q37	4	0
q37	4	0
q37	2	0
q37	1	0
q37	2	0
q37	0	0
q37	4	0
q37	1	0
q37	4	0
q37	4	0
q37	1	0
q37	3	0
q37	4	0
q37	4	0
q37	4	0
q37	2	0
q37	3	0
q37	4	0
q37	0	0
q37	1	0
q37	0	0
q37	2	0
q37	1	0
q37	0	0
q37	4	0
q37	4	0
q37	4	0
q37	0	0
q37	0	0
q37	1	0
q37	3	0
q37	3	0
q37	4	0
q37	3	0
q37	2	0
q37	1	0
q37	0	0
q37	3	0
q37	1	0
q37	2	0
q37	3	0
q37	0	0
q37	0	0
q37	2	0
q37	3	0
q37	3	0
q37	3	0
q37	4	0
q37	2	0
q37	4	0
q37	3	0
q37	0	0
q37	3	0
q37	3	0
q37	1	0
q37	1	0
q37	1	0
q37	2	0
q37	4	0
q37	3	0
q37	0	0
q37	3	0
q34	3	0
q34	2	0
q34	1	0
q34	4	0
q34	3	0
q34	4	0
q34	1	0
q34	2	0
q34	4	0
q34	1	0
q33	3	0
q33	3	0
q33	2	0
q33	4	0
q33	0	0
q34	3	0
q34	3	0
q34	1	0
q33	4	0
q33	4	0
q33	0	0
q34	3	0
q34	3	300
q30	3	0
q30	2	0
q30	1	0
q28	3	300
q25	0	0
q30	4	0
q30	2	0
q30	1	0
q28	4	300
q28	2	300
q33	2	0
q33	3	0
q33	4	0
q33	3	0
q28	0	300
q30	0	0
q32	3	0
q32	0	0
q32	2	0
q32	1	0
q32	3	0
q32	3	0
q32	2	0
q32	1	0
q30	0	0
q32	0	0
q32	1	0
q32	1	0
q30	1	0
q25	1	0
q25	3	0
q25	3	0
q17	2	0
q25	2	0
q25	1	0
q24	4	300
q24	3	300
q22	2	0
q24	4	300
q24	2	300
q27	1	0
q19	4	0
q19	1	0
q16	1	0
q16	2	0
q16	3	0
q16	4	0
q16	1	0
q16	1	0
q16	3	0
q16	4	0
q16	3	0
q16	3	0
q14	4	0
q14	1	0
q14	2	0
q16	1	0
q16	0	0
q16	4	0
q16	2	0
q16	4	0
q16	0	0
q16	1	0
q16	1	0
q16	1	0
q16	3	0
q16	4	0
q16	2	0
q16	0	0
q16	0	0
q16	0	0
q16	2	0
q16	3	0
q16	1	0
q16	0	0
q16	4	0
q16	4	0
q16	4	0
q16	2	0
q16	1	0
q16	3	0
q16	3	0
q16	3	0
q14	3	0
q5	3	0
q3	0	300
q4	3	0
q2	2	0
q4	3	0
q2	1	0
q2	4	0
q2	4	0
q2	4	0
q2	2	0
q3	0	300
q4	1	0
q3	3	300
q2	1	0
q2	1	0
q0	4	300
q0	4	300
q0	2	300
q1	3	0
q0	2	300
q1	3	0
q0	0	300
q2	0	0
q2	0	0
q2	0	0
q2	1	0
q2	1	0
q2	0	0
q2	0	0
q2	4	0
q2	1	0
q2	2	0
q4	4	0
q4	0	0
q4	0	0
q8	3	0
q8	2	0
q8	3	0
q8	0	0
q8	0	0
q13	4	0
q13	2	0
q13	0	0
q13	4	0
q13	4	0
q13	0	0
q13	3	0
q13	2	0
q13	2	0
q13	4	0
q13	2	0
q17	1	0
q17	2	0
q22	3	0
q17	3	0
q13	3	0
q13	0	0
q13	1	0
q13	1	0
q13	0	0
q13	4	0
q13	0	0
q13	0	0
q13	0	0
q13	3	0
q13	4	0
q13	1	0
q13	0	0
q13	2	0
q13	4	0
q13	3	0
q13	2	0
q13	2	0
q13	4	0
q13	0	0
q13	3	0
q13	4	0
q13	2	0
q13	4	0
q13	0	0
q13	4	0
q13	0	0
q13	0	0
q13	3	0
q13	4	0
q13	0	0
q13	3	0
q13	2	0
q13	2	0
q13	1	0
q13	0	0
q13	1	0
q13	4	0
q13	2	0
q17	0	0
q38	2	0
q38	0	0
q38	0	0
q38	1	0
q38	2	0
q38	2	0
q38	2	0
q38	3	0
q38	1	0
q38	2	0
q38	1	0
q34	0	0
q38	1	0
q34	1	0
q34	1	0
q34	1	0
q34	3	0
q32	3	0
q32	1	0
q30	3	0
q30	1	0
q25	2	0
q25	4	0
q25	0	0
q30	3	0
q30	4	0
q30	0	0
q32	1	0
q30	1	0
q25	0	0
q30	3	0
q17	3	0
q13	4	0
q13	2	0
q17	0	0
q17	3	0
q13	2	0
q17	0	0
q17	3	0
q13	0	0
q13	3	0
q13	1	0
q13	4	0
q13	2	0
q13	2	0
q17	3	0
q13	2	0
q17	4	0
q17	1	0
q17	3	0
q13	0	0
q13	4	0
q13	0	0
q13	0	0
q13	1	0
q13	0	0
q13	1	0
q13	4	0
q13	4	0
q13	1	0
q13	2	0
q17	2	0
q32	3	0
q17	1	0
q17	0	0
q17	3	0
q13	1	0
q13	0	0
q13	3	0
q13	1	0
q13	0	0
q13	0	0
q13	1	0
q13	4	0
q13	3	0
q13	0	0
q13	0	0
q13	2	0
q13	0	0
q13	2	0
q13	0	0
q13	4	0
q13	4	0
q13	3	0
q13	1	0
q13	1	0
q13	3	0
q13	4	0
q13	0	0
q13	4	0
q13	2	0
q13	0	0
q13	1	0
q13	0	0
q13	0	0
q13	3	0
q13	4	0
q13	1	0
q13	1	0
q13	0	0
q13	0	0
q13	2	0
q13	2	0
q13	1	0
q13	4	0
q13	2	0
q38	3	0
q13	2	0
q38	4	0
q38	4	0
q38	3	0
q13	0	0
q13	3	0
q13	3	0
q13	2	0
q13	0	0
q13	3	0
q13	2	0
q13	4	0
q13	4	0
q13	2	0
q13	4	0
q13	2	0
q38	3	0
q13	1	0
q13	1	0
q13	0	0
q13	0	0
q13	4	0
q13	1	0
q13	1	0
q13	1	0
q13	4	0
q13	0	0
q13	3	0
q13	0	0
q13	2	0
q13	3	0
q13	1	0
q13	4	0
q13	3	0
q13	4	0
q13	0	0
q13	4	0
q13	4	0
q13	2	0
q13	4	0
q13	0	0
q13	1	0
q13	2	0
q13	4	0
q13	3	0
q13	4	0
q13	3	0
q13	1	0
q13	0	0
q13	4	0
q13	4	0
q13	4	0
q13	1	0
q13	2	0
q13	3	0
q13	4	0
q13	1	0
q13	2	0
q13	1	0
q13	4	0
q13	1	0
q13	3	0
q13	4	0
q13	2	0
q13	2	0
q13	0	0
q13	4	0
q13	0	0
q13	4	0
q13	0	0
q13	3	0
q13	0	0
q13	1	0
q13	0	0
q13	1	0
q13	1	0
q13	1	0
q13	2	0
q13	2	0
q17	0	0
q38	0	0
q38	3	0
q13	4	0
q13	2	0
q38	3	0
q13	3	0
q13	3	0
q13	0	0
q13	0	0
q13	2	0
q13	2	0
q13	4	0
q13	2	0
q38	3	0
q13	2	0
q38	1	0
q38	4	0
q38	1	0
q38	1	0
q38	1	0
q17	3	0
q13	3	0
q13	1	0
q13	2	0
q13	4	0
q13	2	0
q17	0	0
q17	1	0
q17	4	0
q17	2	0
q32	3	0
q17	3	0
q13	1	0
q13	3	0
q13	0	0
q13	0	0
q13	3	0
q13	0	0
q13	2	0
q13	4	0
q13	4	0
q13	2	0
q13	3	0
q13	3	0
q13	1	0
q13	2	0
q13	3	0
q13	4	0
q13	1	0
q13	4	0
q13	1	0
q13	1	0
q13	0	0
q13	1	0
q13	1	0
q13	0	0
q13	0	0
q13	2	0
q13	1	0
q13	0	0
q13	4	0
q13	2	0
q13	3	0
q13	0	0
q13	2	0
q13	0	0
q13	1	0
q13	2	0
q17	4	0
q17	4	0
q17	3	0
q13	4	0
q13	4	0
q13	3	0
q13	2	0
q13	2	0
q17	2	0
q32	1	0
q32	1	0
q32	3	0
q17	4	0
q17	4	0
q17	2	0
q32	0	0
q32	1	0
q32	4	0
q32	1	0
q30	3	0
q17	1	0
q17	3	0
q13	2	0
q17	1	0
q17	0	0
q17	1	0
q17	4	0
q17	3	0
q13	1	0
q13	3	0
q13	1	0
q13	2	0
q13	1	0
q10	1	0
q10	2	0
q15	1	300
q14	1	0
q14	1	0
q14	2	0
q16	1	0
q16	1	0
q16	2	0
q16	2	0
q16	4	0
q16	3	0
q16	3	0
q16	4	0
q16	3	0
q14	4	0
q14	2	0
q16	0	0
q16	2	0
q16	4	0
q16	0	0
q16	4	0
q16	2	0
q16	3	0
q16	2	0
q16	4	0
q16	1	0
q16	2	0
q16	3	0
q16	3	0
q16	1	0
q16	4	0
q16	4	0
q16	3	0
q16	0	0
q16	3	0
q14	4	0
q14	3	0
q7	2	0
q14	4	0
q14	2	0
q16	4	0
q16	0	0
q16	2	0
q16	1	0
q16	3	0
q16	1	0
q16	3	0
q14	4	0
q14	2	0
q16	3	0
q14	2	0
q16	3	0
q14	3	0
q7	2	0
q14	4	0
q14	3	0
q7	3	0
q1	4	0
q1	0	0
q3	1	300
q1	0	0
q3	3	300
q2	2	0
q3	1	300
q1	3	0
q0	4	300
q0	0	300
q2	1	0
q0	4	300
q0	2	300
q1	3	0
q0	4	300
q0	4	300
q0	2	300
q1	4	0
q1	3	0
q0	2	300
q1	4	0
q1	3	0
q0	2	300
q1	3	0
q0	2	300
q1	0	0
q3	2	300
q7	0	0
q7	2	0
q14	3	0
q7	1	0
q7	1	0
q7	0	0
q7	4	0
q7	1	0
q7	3	0
q1	4	0
q1	2	0
q7	2	0
q14	3	0
q7	2	0
q14	3	0
q7	3	0
q1	4	0
q1	3	0
q0	4	300
q0	4	300
q0	2	300
q1	0	0
q3	0	300
q3	0	300
q4	3	0
q2	1	0
q2	2	0
q3	1	300
q3	0	300
q3	3	300
q2	4	0
q2	4	0
q2	4	0
q2	2	0
q3	0	300
q4	3	0
q2	0	0
q2	0	0
q8	1	0
q2	2	0
q4	0	0
q8	2	0
q10	3	0
q8	1	0
q4	2	0
q6	0	300
q10	4	0
q10	1	0
q6	0	300
q10	0	0
q10	4	0
q10	1	0
q10	3	0
q8	3	0
q8	4	0
q8	2	0
q8	3	0
q8	4	0
q8	4	0
q8	2	0
q8	1	0
q4	2	0
q7	0	300
q10	0	0
q10	3	0
q8	4	0
q8	0	0
q13	3	0
q13	1	0
q8	1	0
q8	2	0
q8	1	0
q4	0	0
q8	2	0
q10	2	0
q15	2	300
q16	0	0
q16	0	0
q20	2	300
q23	1	0
q16	0	0
q23	4	0
q23	4	0
q23	1	0
q16	2	0
q16	0	0
q29	3	0
q23	2	0
q29	3	0
q23	1	0
q16	2	0
q16	1	0
q16	3	0
q16	1	0
q16	4	0
q16	0	0
q16	2	0
q16	3	0
q16	4	0
q16	4	0
q16	2	0
q16	2	0
q16	2	0
q16	2	0
q16	4	0
q16	4	0
q16	0	0
q16	4	0
q16	1	0
q16	4	0
q16	2	0
q16	3	0
q16	0	0
q16	4	0
q16	3	0
q16	1	0
q16	4	0
q16	1	0
q16	4	0
q16	0	0
q16	2	0
q16	0	0
q16	0	0
q33	3	0
q33	4	0
q33	4	0
q33	3	0
q33	4	0
q33	1	0
q16	4	0
q16	2	0
q16	0	0
q33	2	0
q33	0	0
q33	4	0
q33	2	0
q33	0	0
q33	4	0
q33	1	0
q33	4	0
q33	4	0
q33	1	0
q33	4	0
q33	1	0
q16	2	0
q16	2	0
q16	0	0
q37	1	0
q16	2	0
q16	3	0
q16	3	0
q16	2	0
q16	3	0
q16	0	0
q37	3	0
q33	4	0
q33	1	0
q16	3	0
q16	2	0
q16	3	0
q16	1	0
q16	0	0
q16	0	0
q33	1	0
q16	2	0
q16	3	0
q16	0	0
q33	0	0
q33	3	0
q33	1	0
q33	3	0
q33	1	0
q16	1	0
q16	2	0
q16	1	0
q16	2	0
q16	1	0
q16	2	0
q16	2	0
q16	4	0
q16	1	0
q16	4	0
q16	0	0
q16	2	0
q16	2	0
q16	3	0
q16	0	0
q16	3	0
q16	2	0
q16	4	0
q16	3	0
q16	1	0
q16	4	0
q16	1	0
q16	3	0
q16	4	0
q16	2	0
q16	2	0
q16	3	0
q16	0	0
q16	1	0
q16	2	0
q16	1	0
q16	2	0
q16	3	0
q16	0	0
q16	3	0
q16	1	0
q16	0	0
q16	0	0
q16	2	0
q16	4	0
q16	0	0
q16	4	0
q16	1	0
q16	3	0
q16	3	0
q16	0	0
q16	3	0
q16	0	0
q16	0	0
q16	0	0
q33	2	0
q33	3	0
q33	1	0
q16	4	0
q16	3	0
q16	4	0
q16	2	0
q16	2	0
q16	4	0
q16	4	0
q16	2	0
q16	3	0
q16	1	0
q16	2	0
q16	3	0
q16	0	0
q16	0	0
q33	0	0
q33	3	0
q33	2	0
q33	4	0
q33	3	0
q33	0	0
q33	2	0
q33	1	0
q33	4	0
q33	2	0
q37	4	0
q37	4	0
q37	2	0
q37	3	0
q37	2	0
q37	4	0
q37	3	0
q37	0	0
q37	2	0
q37	4	0
q37	3	0
q37	4	0
q37	0	0
q37	3	0
q33	3	0
q33	4	0
q33	4	0
q33	3	0
q33	3	0
q33	0	0
q34	0	300
q34	0	0
q34	0	0
q34	1	0
q34	4	0
q34	0	0
q34	2	0
q34	4	0
q34	4	0
q34	1	0
q34	0	0
q34	2	0
q34	3	0
q34	0	0
q34	2	0
q34	1	0
q34	4	0
q34	2	0
q34	0	300
q34	0	0
q38	1	0
q34	2	0
q37	2	300
q37	1	0
q37	0	0
q37	4	0
q37	1	0
q37	3	0
q37	4	0
q37	1	0
q37	3	0
q34	0	0
q34	2	300
q37	3	0
q34	1	300
q34	2	0
q37	2	0
q37	1	0
q37	4	0
q37	2	0
q37	2	0
q37	1	0
q37	4	0
q37	3	0
q37	0	0
q37	1	0
q37	0	0
q37	4	0
q37	2	0
q37	1	0
q37	1	0
q37	0	0
q37	4	0
q37	0	0
q37	2	0
q37	3	0
q37	4	0
q37	2	0
q37	4	0
q37	2	0
q37	3	0
q37	4	0
q37	1	0
q37	3	0
q37	3	0
q37	3	0
q37	3	0
q37	1	0
q37	1	0
q37	3	0
q33	1	0
q33	0	0
q33	3	0
q33	2	0
q33	0	0
q33	0	0
q34	2	0
q37	3	0
q34	0	0
q34	4	0
q34	0	0
q34	2	0
q37	2	0
q37	1	0
q37	0	0
q37	0	0
q37	0	0
q37	0	0
q41	2	300
q41	2	300
q41	4	0
q41	0	0
q41	0	300
q41	1	0
q41	1	300
q41	1	0
q37	2	0
q37	3	0
q37	4	0
q37	4	0
q37	4	0
q37	3	0
q37	2	0
q37	0	0
q41	0	0
q41	1	300
q41	4	0
q41	1	0
q37	3	0
q37	1	0
q37	3	0
q37	1	0
q37	2	0
q37	4	0
q37	2	0
q37	2	0
q37	1	0
q37	4	0
q37	4	0
q37	3	0
q37	4	0
q37	2	0
q37	0	0
q37	1	0
q37	1	0
q37	3	0
q37	2	0
q37	1	0
q37	0	0
q37	2	0
q37	0	0
q37	0	0
q37	2	0
q37	1	0
q37	0	0
q37	1	0
q37	0	0
q37	1	0
q37	4	0
q37	1	0
q37	2	0
q37	1	0
q37	3	0
q37	2	0
q37	1	0
q37	3	0
q37	2	0
q37	4	0
q37	3	0
q37	0	0
q37	3	0
q37	1	0
q37	2	0
q37	1	0
q37	3	0
q37	4	0
q37	0	0
q37	4	0
q37	2	0
q37	3	0
q37	4	0
q37	1	0
q37	4	0
q37	2	0
q37	4	0
q37	2	0
q37	1	0
q37	1	0
q16	0	0
q37	2	0
q37	1	0
q16	4	0
q16	3	0
q16	4	0
q16	4	0
q16	0	0
q37	2	0
q37	1	0
q16	4	0
q16	0	0
q37	1	0
q16	0	0
q37	0	0
q37	1	0
q37	3	0
q37	2	0
q37	0	0
q37	4	0
q37	4	0
q37	3	0
q37	1	0
q37	0	0
q37	3	0
q37	3	0
q37	1	0
q37	3	0
q37	3	0
q37	4	0
q37	3	0
q37	0	0
q37	0	0
q37	0	0
q37	3	0
q37	2	0
q37	1	0
q37	1	0
q37	2	0
q37	4	0
q37	1	0
q37	1	0
q16	3	0
q16	2	0
q16	3	0
q16	3	0
q16	1	0
q16	2	0
q16	1	0
q16	2	0
q16	4	0
q16	2	0
q16	1	0
q16	1	0
q16	0	0
q16	3	0
q16	2	0
q16	0	0
q16	2	0
q16	2	0
q16	2	0
q16	4	0
q16	0	0
q16	1	0
q16	4	0
q16	1	0
q16	4	0
q16	1	0
q16	2	0
q16	0	0
q16	1	0
q16	0	0
q16	3	0
q16	3	0
q16	0	0
q16	4	0
q16	0	0
q16	2	0
q16	4	0
q16	1	0
q16	4	0
q16	4	0
q16	2	0
q16	4	0
q16	0	0
q16	0	0
q16	0	0
q37	1	0
q16	1	0
q16	1	0
q16	0	0
q16	1	0
q16	1	0
q16	4	0
q16	0	0
q16	1	0
q16	1	0
q16	3	0
q16	4	0
q16	1	0
q16	0	0
q16	3	0
q16	2	0
q16	3	0
q16	3	0
q16	0	0
q16	1	0
q16	1	0
q16	4	0
q16	1	0
q16	3	0
q16	0	0
q16	4	0
q16	1	0
q16	0	0
q16	3	0
q16	3	0
q16	1	0
q16	4	0
q16	2	0
q16	0	0
q16	3	0
q16	0	0
q16	1	0
q16	1	0
q16	0	0
q16	0	0
q16	2	0
q16	3	0
q16	3	0
q16	2	0
q16	4	0
q16	4	0
q16	4	0
q16	3	0
q16	2	0
q16	4	0
q16	2	0
q16	2	0
q16	1	0
q16	2	0
q16	2	0
q16	3	0
q16	4	0
q16	4	0
q16	0	0
q16	2	0
q16	0	0
q16	0	0
q16	3	0
q16	3	0
q16	3	0
q16	1	0
q16	0	0
q16	3	0
q16	3	0
q16	4	0
q16	0	0
q16	1	0
q16	2	0
q16	3	0
q16	4	0
q16	2	0
q16	2	0
q16	3	0
q16	2	0
q16	3	0
q16	1	0
q16	4	0
q16	4	0
q16	4	0
q16	1	0
q16	3	0
q16	2	0
q16	4	0
q16	4	0
q16	0	0
q16	4	0
q16	0	0
q16	3	0
q16	2	0
q16	4	0
q16	4	0
q16	0	0
q16	3	0
q16	4	0
